delta_chi2
0.000000000000000000e+00
1.354134288211184867e+00
0.000000000000000000e+00
1.602209858491858085e+01
7.623288100146510260e-01
8.415868641272027162e+00
0.000000000000000000e+00
7.004653879350826173e-01
1.166137054581213306e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.638046851550143401e-01
8.900873972596286876e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.447644480548660795e-02
1.808686799165570847e-02
4.152464881860964852e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.780274996796833875e-01
3.194987225401746400e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.294386527929418662e-01
0.000000000000000000e+00
1.526860872009933701e+00
9.382683674801000961e+00
0.000000000000000000e+00
1.471213139544261139e+00
3.226790236578267468e+00
0.000000000000000000e+00
4.325252649462640875e+00
9.470271780101029435e-01
0.000000000000000000e+00
0.000000000000000000e+00
2.730110325339296651e+00
0.000000000000000000e+00
1.119917893483966509e+01
5.528208890238715867e+00
2.513164488982056355e+00
0.000000000000000000e+00
2.938483852640274563e-01
1.462199799984773563e-01
0.000000000000000000e+00
1.317375335774170253e+01
3.106469341989168242e+00
7.299247427692534984e+00
0.000000000000000000e+00
1.086555801787199016e+00
2.036368091617532627e+00
2.367220940082916059e+00
8.373446895646566190e+00
1.869380761616264408e+01
5.626462711984459020e-02
0.000000000000000000e+00
0.000000000000000000e+00
5.587575421165524858e+00
5.719088881945026515e+00
4.981417760267731865e+00
3.796955212811212732e+00
2.196787205044643088e+00
6.495227919824628771e-01
1.903131203562224982e-03
9.732285843853105689e-01
0.000000000000000000e+00
0.000000000000000000e+00
3.896790702902080739e+00
0.000000000000000000e+00
6.863362514777691104e-01
3.915520591519452864e+00
2.352402506545331562e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.950750888321067578e+00
2.265463152737083874e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.836804463642010887e-01
6.650228819547578496e+00
6.161679271671118840e-01
1.090587034597092497e+00
0.000000000000000000e+00
8.543796205036983338e+00
0.000000000000000000e+00
0.000000000000000000e+00
7.314986481092091708e-01
0.000000000000000000e+00
4.393042323399640736e-01
1.042161678830552773e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.507377165993716517e+00
4.344641642218221023e+00
0.000000000000000000e+00
1.293586536866769165e+00
0.000000000000000000e+00
8.223222184362839471e+00
0.000000000000000000e+00
9.634414466127736887e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
5.057697474012456951e-02
9.263657215351486229e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.111554680480003299e+01
0.000000000000000000e+00
0.000000000000000000e+00
1.201665551603809945e-01
1.685159382673987238e+00
0.000000000000000000e+00
3.878845701379987077e-01
2.225524825156298903e+00
0.000000000000000000e+00
6.843349522227981652e-03
0.000000000000000000e+00
2.978878254225037381e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.376901339136702518e+01
5.277278631884882998e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.865073937244517310e+01
9.660119849198395059e+00
3.127341022648352009e+00
1.237125239728402448e+01
8.141508019242564842e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.080376479807455325e-02
0.000000000000000000e+00
3.079667760322536196e+00
0.000000000000000000e+00
1.455231242956870119e+00
0.000000000000000000e+00
7.246627771993416900e-01
0.000000000000000000e+00
2.666113314495532904e-01
0.000000000000000000e+00
0.000000000000000000e+00
8.519559425388138152e+00
9.790158122855132206e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.539156179535780211e+00
2.422904553179364484e+00
1.706708141188994432e+01
0.000000000000000000e+00
0.000000000000000000e+00
6.117778023724440573e-02
9.771212761835386118e+00
3.773623864685873741e+00
4.376865208679305397e+00
0.000000000000000000e+00
2.551174636591667877e+00
8.559816090383492337e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.718471636124377255e-01
4.621444501169662544e-01
0.000000000000000000e+00
0.000000000000000000e+00
2.946997723755657717e-01
1.905400157867700273e+01
0.000000000000000000e+00
5.767885704892705689e-01
0.000000000000000000e+00
1.638748948747434042e+00
1.128174864242305375e+01
4.617906423300155438e-01
0.000000000000000000e+00
1.508549049867519898e+01
2.805753843565753414e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.153647588137800994e-01
5.930657600415543129e-01
0.000000000000000000e+00
8.907686146642504355e+00
2.029260585190968413e+00
3.774386346020719429e-01
1.889892963311012863e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.578881688586761811e-01
0.000000000000000000e+00
1.583906849230061198e-01
0.000000000000000000e+00
0.000000000000000000e+00
2.902155295432748972e-01
0.000000000000000000e+00
2.775960043334180227e-02
3.657417511293829193e+00
0.000000000000000000e+00
2.001071807699190686e-01
3.897452161213550426e-01
1.806891148305567185e-01
0.000000000000000000e+00
0.000000000000000000e+00
8.711427768611088140e+00
1.736997486623295117e-01
8.675305655581382780e+00
0.000000000000000000e+00
3.513826351411353244e-02
0.000000000000000000e+00
3.400395276315293813e+00
2.936993782382614881e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.252076367187783035e-01
0.000000000000000000e+00
7.332823832658732499e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.410334070104909188e+00
0.000000000000000000e+00
9.540241921403094238e-01
5.494378566330851754e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.185953615535254357e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.584956327542386134e-02
3.080318037808638110e-01
0.000000000000000000e+00
1.575579639975103419e+00
8.163507512856767789e+00
4.152446708303614287e-03
3.987841249482244166e+00
1.879712044394636905e-01
2.831725879492523745e-01
4.872250248091859248e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.213639125066720226e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.762869678192714673e+00
1.310287020430837401e+01
1.149201678280860506e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.154659830937248444e+00
2.094688552560910466e+00
1.282048227878021862e+00
9.119599770648392223e-01
9.877999384582381026e-01
5.762366711635650063e+00
0.000000000000000000e+00
1.592693771816470871e+00
3.576611446874267131e-02
3.434367583145103708e-02
0.000000000000000000e+00
2.198424727691190128e+00
1.153431031274294583e-01
3.256619699541147384e+00
1.991941899177618325e-04
0.000000000000000000e+00
0.000000000000000000e+00
2.505695289709137796e+00
1.920376234950595062e+00
6.122444079888509805e+00
8.631016985418682452e-04
4.883637137744926804e+00
2.649099679224832471e+00
3.029877579853064162e-01
6.943163794562678959e-02
0.000000000000000000e+00
3.192046048911493017e+00
0.000000000000000000e+00
5.052083015931430054e-01
0.000000000000000000e+00
1.593776442469561516e+00
0.000000000000000000e+00
3.097504213989623167e+00
0.000000000000000000e+00
1.557688970950721341e+00
2.030218538551366692e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
5.152751304729008552e-02
0.000000000000000000e+00
0.000000000000000000e+00
1.153383751200522056e+00
2.796451359838556527e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.666991707807596867e+00
7.446429861749948032e-02
3.447110088995941624e-02
9.105996428234334417e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.943764782060156904e+00
7.256700993850699888e-01
3.682073049700761658e+00
2.880503147252966301e-03
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.580243204625730868e-02
9.487041670161033835e-02
0.000000000000000000e+00
1.836048193285932939e-02
7.424908018969063050e-01
2.521920883906432209e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.347793561135631535e-01
2.502555878395810396e+00
1.116200757473961858e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.299150327538427518e+00
3.167528791210315831e+00
0.000000000000000000e+00
3.686381419460531106e+00
6.570098122708600386e+00
6.533290473385022779e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.225310929742022381e+00
9.546579916013797629e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.325654678529645025e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.051863585880255414e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.422781767473657055e+01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.327185893567730091e-01
0.000000000000000000e+00
