omega,delta_chi2
4.774664664664665281e+01,9.077901828610507096e+00
4.782362362362363228e+01,7.464478349999293272e+00
4.790060060060061176e+01,5.912221931110127393e+00
4.797757757757758412e+01,4.475313478074847140e+00
4.805455455455456359e+01,3.200459015931532480e+00
4.813153153153153596e+01,2.124871243301762469e+00
4.820850850850851543e+01,1.274369952396328110e+00
4.828548548548549491e+01,6.618657593514059023e-01
4.836246246246246727e+01,2.865618381087614019e-01
4.843943943943944674e+01,1.341589400452727066e-01
4.851641641641642622e+01,1.781969314044792863e-01
4.859339339339339858e+01,3.824621495007907157e-01
4.867037037037037805e+01,7.041971412068929181e-01
4.874734734734735753e+01,1.097720902503752871e+00
4.882432432432432989e+01,1.518031691315311571e+00
4.890130130130130937e+01,1.924019407626654798e+00
4.897827827827828884e+01,2.281034113298004318e+00
4.905525525525526120e+01,2.562700861368825578e+00
4.913223223223224068e+01,2.751996716868578829e+00
4.920920920920922015e+01,2.841682923934672811e+00
4.928618618618619251e+01,2.834202647545772891e+00
4.936316316316317199e+01,2.741123626752766107e+00
4.944014014014015146e+01,2.582153184854572903e+00
4.951711711711712383e+01,2.383713713188782002e+00
4.959409409409410330e+01,2.177065900995202696e+00
4.967107107107107566e+01,1.996013022185902930e+00
4.974804804804805514e+01,1.874300079225434290e+00
4.982502502502503461e+01,1.842908037782718278e+00
4.990200200200200698e+01,1.927502225281830794e+00
4.997897897897898645e+01,2.146299778002124015e+00
5.005595595595596592e+01,2.508566632955692377e+00
5.013293293293293829e+01,3.013854260265455665e+00
5.020990990990991776e+01,3.651970792486058492e+00
5.028688688688689723e+01,4.403586038197599528e+00
5.036386386386386960e+01,5.241322160514852335e+00
5.044084084084084907e+01,6.131189841908803118e+00
5.051781781781782854e+01,7.034279890357160170e+00
5.059479479479480091e+01,7.908682221536300183e+00
5.067177177177178038e+01,8.711643088536732193e+00
5.074874874874875985e+01,9.401961912260404119e+00
5.082572572572573222e+01,9.942566047859537903e+00
5.090270270270271169e+01,1.030310393675079439e+01
5.097967967967969116e+01,1.046230077929136471e+01
5.105665665665666353e+01,1.040976726232637262e+01
5.113363363363364300e+01,1.014697135565352859e+01
5.121061061061061537e+01,9.687183380534762023e+00
5.128758758758759484e+01,9.054366359411718079e+00
5.136456456456457431e+01,8.281166532948931902e+00
5.144154154154154668e+01,7.406313261344048549e+00
5.151851851851852615e+01,6.471819876432098440e+00
5.159549549549550562e+01,5.520363693929899895e+00
5.167247247247247799e+01,4.593118370971153830e+00
5.174944944944945746e+01,3.728147071087548170e+00
5.182642642642643693e+01,2.959291922800168173e+00
5.190340340340340930e+01,2.315369504550748747e+00
5.198038038038038877e+01,1.819444917215599977e+00
5.205735735735736824e+01,1.488020876165165429e+00
5.213433433433434061e+01,1.330120861304846747e+00
5.221131131131132008e+01,1.346415336202752222e+00
5.228828828828829955e+01,1.528672932477864510e+00
5.236526526526527192e+01,1.859858338931230204e+00
5.244224224224225139e+01,2.315118489804349533e+00
5.251921921921923087e+01,2.863712834078770975e+00
5.259619619619620323e+01,3.471705941820540264e+00
5.267317317317318270e+01,4.105028160591243314e+00
5.275015015015016218e+01,4.732394837870309345e+00
5.282712712712713454e+01,5.327598105499818715e+00
5.290410410410411401e+01,5.870842585112052703e+00
5.298108108108108638e+01,6.349039105245672943e+00
5.305805805805806585e+01,6.755224072468101859e+00
5.313503503503504533e+01,7.087460855686094519e+00
5.321201201201201769e+01,7.347649919570813815e+00
5.328898898898899716e+01,7.540610406865978277e+00
5.336596596596597664e+01,7.673622890770729121e+00
5.344294294294294900e+01,7.756400160420112933e+00
5.351991991991992847e+01,7.801254417324670953e+00
5.359689689689690795e+01,7.823120768157548532e+00
5.367387387387388031e+01,7.839114034127838693e+00
5.375085085085085979e+01,7.867433067698316407e+00
5.382782782782783926e+01,7.925639683932153901e+00
5.390480480480481162e+01,8.028559595444402675e+00
5.398178178178179110e+01,8.186209300890201490e+00
5.405875875875877057e+01,8.402193867081040324e+00
5.413573573573574294e+01,8.672930053911096948e+00
5.421271271271272241e+01,8.987853642124481013e+00
5.428968968968970188e+01,9.330530454391567474e+00
5.436666666666667425e+01,9.680383423506262019e+00
5.444364364364365372e+01,1.001463733909477227e+01
5.452062062062062608e+01,1.031009852000472726e+01
5.459759759759760556e+01,1.054451499650518009e+01
5.467457457457458503e+01,1.069745353160906198e+01
5.475155155155155740e+01,1.075081502011489221e+01
5.482852852852853687e+01,1.068922732448055157e+01
5.490550550550551634e+01,1.050056788917090778e+01
5.498248248248248871e+01,1.017677706853206843e+01
5.505945945945946818e+01,9.714961247162378299e+00
5.513643643643644765e+01,9.118609087136020364e+00
5.521341341341342002e+01,8.398614575039779595e+00
5.529039039039039949e+01,7.573761427432621929e+00
5.536736736736737896e+01,6.670390839336409528e+00
5.544434434434435133e+01,5.721132138446246351e+00
5.552132132132133080e+01,4.762779968715576295e+00
5.559829829829831027e+01,3.833593551372935337e+00
5.567527527527528264e+01,2.970416843982987665e+00
5.575225225225226211e+01,2.206036671415851025e+00
5.582922922922924158e+01,1.567106288046582696e+00
5.590620620620621395e+01,1.072797541240624986e+00
5.598318318318319342e+01,7.341637845740671686e-01
5.606016016016016579e+01,5.540589076488952047e-01
5.613713713713714526e+01,5.274061934531120155e-01
5.621411411411412473e+01,6.416504660071599142e-01
5.629109109109109710e+01,8.773296143596659435e-01
5.636806806806807657e+01,1.208816903989029745e+00
5.644504504504505604e+01,1.605362112404573605e+00
5.652202202202202841e+01,2.032564159693308170e+00
5.659899899899900788e+01,2.454336454720362770e+00
5.667597597597598735e+01,2.835303013905071001e+00
5.675295295295295972e+01,3.143430166972875028e+00
5.682992992992993919e+01,3.352598223410157452e+00
5.690690690690691866e+01,3.444780054365438993e+00
5.698388388388389103e+01,3.411529477051133519e+00
5.706086086086087050e+01,3.254581935019792649e+00
5.713783783783784997e+01,2.985508165856722851e+00
5.721481481481482234e+01,2.624504726118830344e+00
5.729179179179180181e+01,2.198519429854516094e+00
5.736876876876878129e+01,1.738969641144651135e+00
5.744574574574575365e+01,1.279308374152643646e+00
5.752272272272273312e+01,8.526391304773078827e-01
5.759969969969970549e+01,4.895037673360975172e-01
5.767667667667668496e+01,2.159023613730069735e-01
5.775365365365366443e+01,5.157536647703329924e-02
5.783063063063063680e+01,8.592515588862930861e-03
5.790760760760761627e+01,9.033464399728692584e-02
5.798458458458459575e+01,2.909945690845907040e-01
5.806156156156156811e+01,5.957313746251402531e-01
5.813853853853854758e+01,9.815718596572839960e-01
5.821551551551552706e+01,1.419066850302813876e+00
5.829249249249249942e+01,1.874600389695338265e+00
5.836946946946947890e+01,2.313147081534260074e+00
5.844644644644645837e+01,2.701203849806964818e+00
5.852342342342343073e+01,3.009600997426987945e+00
5.860040040040041021e+01,3.215922479808090984e+00
5.867737737737738968e+01,3.306324352138396705e+00
5.875435435435436204e+01,3.276616516851948546e+00
5.883133133133134152e+01,3.132550738437068993e+00
5.890830830830832099e+01,2.889326741945524191e+00
5.898528528528529336e+01,2.570383093728449531e+00
5.906226226226227283e+01,2.205580506073860469e+00
5.913923923923924519e+01,1.828915588784665314e+00
5.921621621621622467e+01,1.475927228847703887e+00
5.929319319319320414e+01,1.180978288462765313e+00
5.937017017017017650e+01,9.746108822152274032e-01
5.944714714714715598e+01,8.811787285639067768e-01
5.952412412412413545e+01,9.169476951052614178e-01
5.960110110110110782e+01,1.088820511254289247e+00
5.967807807807808729e+01,1.393784455965127123e+00
5.975505505505506676e+01,1.819109730645129375e+00
5.983203203203203913e+01,2.343254610240212976e+00
5.990900900900901860e+01,2.937375343423811458e+00
5.998598598598599807e+01,3.567303522299439589e+00
6.006296296296297044e+01,4.195842643130531791e+00
6.013993993993994991e+01,4.785242126269174889e+00
6.021691691691692938e+01,5.299719381581668998e+00
6.029389389389390175e+01,5.707906536904196138e+00
6.037087087087088122e+01,5.985090690537725244e+00
6.044784784784786069e+01,6.115095557002247162e+00
6.052482482482483306e+01,6.091627984708138044e+00
6.060180180180181253e+01,5.918902513329999948e+00
6.067877877877878490e+01,5.611381144028038115e+00
6.075575575575576437e+01,5.192538999601984173e+00
6.083273273273274384e+01,4.692690789827098641e+00
6.090970970970971621e+01,4.146069088164802352e+00
6.098668668668669568e+01,3.587495512414681009e+00
6.106366366366367515e+01,3.049084017212599917e+00
6.114064064064064752e+01,2.557425378486510859e+00
6.121761761761762699e+01,2.131613629297343326e+00
6.129459459459460646e+01,1.782311317881308810e+00
6.137157157157157883e+01,1.511857962055398907e+00
6.144854854854855830e+01,1.315257661946828804e+00
6.152552552552553777e+01,1.181776604350831317e+00
6.160250250250251014e+01,1.096853365494865784e+00
6.167947947947948961e+01,1.044063650678712207e+00
6.175645645645646908e+01,1.006958706949315774e+00
6.183343343343344145e+01,9.706800612930702732e-01
6.191041041041042092e+01,9.233146070961189000e-01
6.198738738738740039e+01,8.569780209329362908e-01
6.206436436436437276e+01,7.686013676387581928e-01
6.214134134134135223e+01,6.603603985630113193e-01
6.221831831831833171e+01,5.396537134498781141e-01
6.229529529529530407e+01,4.185303448897699230e-01
6.237227227227228354e+01,3.125076400972848778e-01
6.244924924924925591e+01,2.388094298734678711e-01
6.252622622622623538e+01,2.141757368775858150e-01
6.260320320320321485e+01,2.525146570502709853e-01
6.268018018018018722e+01,3.627431788968322746e-01
6.275715715715716669e+01,5.471638679387867965e-01
6.283413413413414617e+01,8.006399382499796991e-01
6.291111111111111853e+01,1.110684173813084374e+00
6.298808808808809800e+01,1.458412236921025507e+00
6.306506506506507748e+01,1.820177075414157297e+00
6.314204204204204984e+01,2.169631548727649850e+00
6.321901901901902932e+01,2.479967123973646714e+00
6.329599599599600879e+01,2.726128365777848117e+00
6.337297297297298115e+01,2.886873105072385037e+00
6.344994994994996063e+01,2.946604568132617619e+00
6.352692692692694010e+01,2.896924329898097561e+00
6.360390390390391246e+01,2.737840717817681568e+00
6.368088088088089194e+01,2.478529171393752950e+00
6.375785785785787141e+01,2.137502387389370817e+00
6.383483483483484378e+01,1.742034761704475576e+00
6.391181181181182325e+01,1.326718166506364538e+00
6.398878878878879561e+01,9.311129339786393677e-01
6.406576576576577509e+01,5.965913658637278516e-01
6.414274274274275456e+01,3.626266926810122193e-01
6.421971971971971982e+01,2.629209457096013947e-01
6.429669669669669929e+01,3.218499128840844881e-01
6.437367367367367876e+01,5.517009794761764674e-01
6.445065065065065824e+01,9.510811147660342968e-01
6.452762762762763771e+01,1.504696856193996624e+00
6.460460460460461718e+01,2.184499025242697900e+00
6.468158158158158244e+01,2.951994442627612791e+00
6.475855855855856191e+01,3.761397985185480408e+00
6.483553553553554138e+01,4.563250186903307970e+00
6.491251251251252086e+01,5.308150128097560483e+00
6.498948948948950033e+01,5.950322377129923623e+00
6.506646646646647980e+01,6.450815608466726303e+00
6.514344344344344506e+01,6.780191772967130603e+00
6.522042042042042453e+01,6.920596590177146012e+00
6.529739739739740401e+01,6.867109907683951242e+00
6.537437437437438348e+01,6.628275306592627203e+00
6.545135135135136295e+01,6.225722675728004418e+00
6.552832832832832821e+01,5.692840163755147564e+00
6.560530530530530768e+01,5.072526036166505214e+00
6.568228228228228716e+01,4.414146347593771225e+00
6.575925925925926663e+01,3.769920968130017869e+00
6.583623623623624610e+01,3.191035474582584186e+00
6.591321321321322557e+01,2.723811946046683641e+00
6.599019019019019083e+01,2.406261149312629133e+00
6.606716716716717031e+01,2.265288242995281642e+00
6.614414414414414978e+01,2.314749980179816813e+00
6.622112112112112925e+01,2.554482365331606442e+00
6.629809809809810872e+01,2.970348052995309907e+00
6.637507507507508819e+01,3.535296868494147482e+00
6.645205205205205345e+01,4.211384786118719248e+00
6.652902902902903293e+01,4.952644741706587972e+00
6.660600600600601240e+01,5.708636638368892235e+00
6.668298298298299187e+01,6.428422747910378376e+00
6.675995995995997134e+01,7.064630489522355283e+00
6.683693693693695081e+01,7.577201065095159116e+00
6.691391391391391608e+01,7.936407975512537405e+00
6.699089089089089555e+01,8.124786079392222859e+00
6.706786786786787502e+01,8.137744710695935524e+00
6.714484484484485449e+01,7.982829642655509872e+00
6.722182182182181975e+01,7.677809506245120375e+00
6.729879879879879923e+01,7.247942860396444864e+00
6.737577577577577870e+01,6.722887160946910079e+00
6.745275275275275817e+01,6.133714658999297242e+00
6.752972972972973764e+01,5.510405732309923366e+00
6.760670670670671711e+01,4.880028552825245391e+00
6.768368368368368237e+01,4.265634989235470798e+00
6.776066066066066185e+01,3.685758390037336074e+00
6.783763763763764132e+01,3.154327270563006991e+00
6.791461461461462079e+01,2.680821456468981179e+00
6.799159159159160026e+01,2.270575727379932740e+00
6.806856856856856552e+01,1.925239289580872315e+00
6.814554554554554500e+01,1.643478096066919747e+00
6.822252252252252447e+01,1.422021339545740393e+00
6.829949949949950394e+01,1.257087926048306326e+00
6.837647647647648341e+01,1.146098870751283805e+00
6.845345345345346288e+01,1.089429855400943836e+00
6.853043043043042815e+01,1.091840854110792902e+00
6.860740740740740762e+01,1.163187771961914807e+00
6.868438438438438709e+01,1.318101688550853634e+00
6.876136136136136656e+01,1.574506341247454255e+00
6.883833833833834603e+01,1.951090387028608264e+00
6.891531531531532551e+01,2.464091802832800937e+00
6.899229229229229077e+01,3.123920533126032684e+00
6.906926926926927024e+01,3.932195881728442366e+00
6.914624624624624971e+01,4.879695656605200327e+00
6.922322322322322918e+01,5.945530037208945018e+00
6.930020020020020866e+01,7.097617417483208513e+00
6.937717717717717392e+01,8.294315922632044646e+00
6.945415415415415339e+01,9.486908956050971398e+00
6.953113113113113286e+01,1.062258812232594529e+01
6.960810810810811233e+01,1.164762103067225318e+01
6.968508508508509181e+01,1.251050106493772951e+01
6.976206206206207128e+01,1.316499655356392218e+01
6.983903903903903654e+01,1.357309209319820020e+01
6.991601601601601601e+01,1.370780940157464300e+01
6.999299299299299548e+01,1.355580808080543775e+01
7.006996996996997495e+01,1.311953376908009794e+01
7.014694694694695443e+01,1.241856236004059433e+01
7.022392392392393390e+01,1.148974615661271059e+01
7.030090090090089916e+01,1.038584050179694174e+01
7.037787787787787863e+01,9.172478194878330271e+00
7.045485485485485810e+01,7.923623648944627007e+00
7.053183183183183758e+01,6.715911844705284572e+00
7.060880880880881705e+01,5.622487304953433629e+00
7.068578578578579652e+01,4.707053438856741323e+00
7.076276276276276178e+01,4.018804322089921222e+00
7.083973973973974125e+01,3.588756687676611712e+00
7.091671671671672073e+01,3.427774030067896938e+00
7.099369369369370020e+01,3.526333952827781726e+00
7.107067067067067967e+01,3.855887142960866321e+00
7.114764764764764493e+01,4.371527166128652553e+00
7.122462462462462440e+01,5.015644325787631530e+00
7.130160160160160387e+01,5.722256971580899965e+00
7.137857857857858335e+01,6.421763517264589716e+00
7.145555555555556282e+01,7.045897044418786948e+00
7.153253253253254229e+01,7.532662888098634824e+00
7.160950950950950755e+01,7.830993738180307417e+00
7.168648648648648702e+01,7.904789276221599437e+00
7.176346346346346650e+01,7.735958802603880358e+00
7.184044044044044597e+01,7.326096823547361581e+00
7.191741741741742544e+01,6.696516645762794262e+00
7.199439439439440491e+01,5.886540477064796661e+00
7.207137137137137017e+01,4.950163316189131635e+00
7.214834834834834965e+01,3.951422908773580822e+00
7.222532532532532912e+01,2.958970948748859353e+00
7.230230230230230859e+01,2.040418890023161680e+00
7.237927927927928806e+01,1.257016090008204579e+00
7.245625625625626753e+01,6.591227066858414974e-01
7.253323323323323280e+01,2.827958419050438099e-01
7.261021021021021227e+01,1.476528618289534023e-01
7.268718718718719174e+01,2.560446762282180821e-01
7.276416416416417121e+01,5.934844237247756116e-01
7.284114114114115068e+01,1.130234396587936674e+00
7.291811811811811594e+01,1.823938100896723924e+00
7.299509509509509542e+01,2.623166056438745564e+00
7.307207207207207489e+01,3.471696733168363913e+00
7.314904904904905436e+01,4.313267736262511143e+00
7.322602602602603383e+01,5.096421341971023367e+00
7.330300300300301330e+01,5.778969248675617898e+00
7.337997997997997857e+01,6.331559453038591023e+00
7.345695695695695804e+01,6.739879109922448208e+00
7.353393393393393751e+01,7.005180468076787292e+00
7.361091091091091698e+01,7.143049367115693826e+00
7.368788788788789645e+01,7.180598193259452700e+00
7.376486486486487593e+01,7.152498310251486302e+00
7.384184184184184119e+01,7.096419495180390058e+00
7.391881881881882066e+01,7.048486436315351433e+00
7.399579579579580013e+01,7.039293817576466772e+00
7.407277277277277960e+01,7.090867803549153692e+00
7.414974974974975908e+01,7.214767885495201760e+00
7.422672672672672434e+01,7.411340621001174078e+00
7.430370370370370381e+01,7.670008882156481356e+00
7.438068068068068328e+01,7.970428007656486180e+00
7.445765765765766275e+01,8.284356161540705088e+00
7.453463463463464223e+01,8.578137173319362319e+00
7.461161161161162170e+01,8.815734829260438943e+00
7.468858858858858696e+01,8.962248947151724821e+00
7.476556556556556643e+01,8.987769484036068235e+00
7.484254254254254590e+01,8.871300119974472764e+00
7.491951951951952537e+01,8.604348442910119132e+00
7.499649649649650485e+01,8.193688722231684096e+00
7.507347347347348432e+01,7.662799946933574802e+00
7.515045045045044958e+01,7.051586889967285110e+00
7.522742742742742905e+01,6.414195380303749694e+00
7.530440440440440852e+01,5.814998042696192471e+00
7.538138138138138800e+01,5.323101324553083380e+00
7.545835835835836747e+01,5.005954113362493629e+00
7.553533533533534694e+01,4.922777424209394681e+00
7.561231231231231220e+01,5.118556892729041685e+00
7.568928928928929167e+01,5.619243681588907080e+00
7.576626626626627115e+01,6.428620580638250814e+00
7.584324324324325062e+01,7.527056025383095594e+00
7.592022022022023009e+01,8.872145060455931542e+00
7.599719719719719535e+01,1.040106821127452719e+01
7.607417417417417482e+01,1.203440628193882489e+01
7.615115115115115429e+01,1.368112009101569093e+01
7.622812812812813377e+01,1.524440580692023950e+01
7.630510510510511324e+01,1.662813134164251494e+01
7.638208208208209271e+01,1.774352382489191982e+01
7.645905905905905797e+01,1.851571344802790264e+01
7.653603603603603744e+01,1.888966826999824278e+01
7.661301301301301692e+01,1.883501197872308097e+01
7.668998998998999639e+01,1.834923223890421440e+01
7.676696696696697586e+01,1.745887662509297300e+01
7.684394394394395533e+01,1.621849363139140721e+01
7.692092092092092059e+01,1.470728968901692113e+01
7.699789789789790007e+01,1.302371062464498408e+01
7.707487487487487954e+01,1.127838260088135414e+01
7.715185185185185901e+01,9.586026982291649290e+00
7.722882882882883848e+01,8.057064682539758493e+00
7.730580580580580374e+01,6.789631172336034304e+00
7.738278278278278322e+01,5.862637614053757495e+00
7.745975975975976269e+01,5.330363096473501372e+00
7.753673673673674216e+01,5.218888207546864777e+00
7.761371371371372163e+01,5.524520127388403701e+00
7.769069069069070110e+01,6.214235996561635389e+00
7.776766766766766636e+01,7.228082539693717834e+00
7.784464464464464584e+01,8.483395194262806527e+00
7.792162162162162531e+01,9.880614600965042627e+00
7.799859859859860478e+01,1.131036914363939161e+01
7.807557557557558425e+01,1.266136631720010897e+01
7.815255255255256372e+01,1.382851785180806381e+01
7.822952952952952899e+01,1.472064555612672265e+01
7.830650650650650846e+01,1.526710319989227393e+01
7.838348348348348793e+01,1.542271756077855827e+01
7.846046046046046740e+01,1.517059727383051637e+01
7.853743743743744687e+01,1.452256701420159501e+01
7.861441441441442635e+01,1.351723226770914010e+01
7.869139139139139161e+01,1.221593305468593726e+01
7.876836836836837108e+01,1.069706379541775298e+01
7.884534534534535055e+01,9.049382357384271103e+00
7.892232232232233002e+01,7.364978280336232253e+00
7.899929929929930950e+01,5.732516435513748121e+00
7.907627627627627476e+01,4.231243986992153872e+00
7.915325325325325423e+01,2.926091111575288117e+00
7.923023023023023370e+01,1.864056777248259911e+00
7.930720720720721317e+01,1.071979615369594407e+00
7.938418418418419265e+01,5.557514112919729188e-01
7.946116116116117212e+01,3.010115018050127378e-01
7.953813813813813738e+01,2.753271016089502976e-01
7.961511511511511685e+01,4.317874973996683741e-01
7.969209209209209632e+01,7.138118818034703272e-01
7.976906906906907579e+01,1.060810811747051385e+00
7.984604604604605527e+01,1.414188646653865788e+00
7.992302302302303474e+01,1.723072559691809280e+00
8.000000000000000000e+01,1.949136958015735832e+00
