frozen_delta_chi2
2.140958433611546585e+00
7.849157021012946878e-01
1.043530680010672995e+01
1.473919366243033879e+00
9.292330374273326754e+00
6.166976970862817709e+00
1.462930261781520613e+01
1.812245862322842571e+00
2.298766378215442430e+01
7.658491021685038369e+00
3.701862839929940252e-01
2.055013691957935595e+00
5.022955742313197192e+00
1.634694799728901859e+00
5.693103567214238270e-01
1.633994534372496688e+01
4.594305046113614788e-01
4.414926984107894192e+00
8.887126476939176456e+00
1.467460640649222725e+01
4.245591302529647670e+00
4.199773316875854867e+00
1.151997159914951219e+01
1.389838368395703294e-01
2.415113649199634727e-01
7.134208641048651878e-02
2.443307634929705596e+00
7.595287416936919556e+00
9.235830623464291733e-02
1.057360201961498092e+01
7.554013999786353573e+00
8.272440339798446729e+00
1.194686312594604338e+00
1.430565667885117875e+01
3.831782731496804345e-02
3.827021650406970288e+00
2.384177499948861856e-01
5.031728722632083262e+00
1.095790595088197428e+01
1.468530943177126069e+00
9.730025061272677078e+00
2.458944797138894600e+01
1.861982314031277141e+01
6.613057664526002632e+00
3.352596590113662511e+00
3.200945001561127379e-01
1.437385987649247454e+01
1.542295500889657234e+01
7.949489466020004613e+00
2.832266135010867991e+00
5.047159209578377492e+00
5.727959019606135627e+00
9.272318847290474508e+00
3.013333874763974851e-01
6.145932233595214456e+00
1.156207053304787458e+01
5.190689608898876317e-01
5.359349811054817003e+00
2.491724150959800355e+01
1.638831168692605367e+00
8.685372895089772172e+00
1.189911532187862969e-01
4.351048433440102059e+00
1.078225712054267760e+01
1.677287088420347416e+01
2.276182166074566027e+00
3.353276397296354183e-01
8.876058088702203086e-02
5.349039856552730399e+00
1.097990839905244043e+00
5.643695271668680569e+00
4.156759841252247178e-02
8.692958020711003542e+00
3.588926668866945224e+00
1.114838618256988667e+01
1.007878016829809908e+01
2.245378159539985485e-01
9.783100996638157909e+00
1.645720527570111003e+01
3.537229406035855006e-01
1.584793887299534187e+00
9.327399774446653025e-01
1.226094096461189054e+00
4.039875767543595231e+00
2.876654816575689999e+00
1.165134846809382552e+01
