omega,delta_chi2
4.774664664664665281e+01,2.049462116088007235e+01
4.782362362362363228e+01,1.973119753219296513e+01
4.790060060060061176e+01,1.851188910233006268e+01
4.797757757757758412e+01,1.689561567710163814e+01
4.805455455455456359e+01,1.496466351291547880e+01
4.813153153153153596e+01,1.281978469851598668e+01
4.820850850850851543e+01,1.057332526095546754e+01
4.828548548548549491e+01,8.341025462012417790e+00
4.836246246246246727e+01,6.233413571641009732e+00
4.843943943943944674e+01,4.347800193126650115e+00
4.851641641641642622e+01,2.761755679832504917e+00
4.859339339339339858e+01,1.528666497363318832e+00
4.867037037037037805e+01,6.756088067351692095e-01
4.874734734734735753e+01,2.034461968753034644e-01
4.882432432432432989e+01,8.882340835638218024e-02
4.890130130130130937e+01,2.876156800918784895e-01
4.897827827827828884e+01,7.393894330730437225e-01
4.905525525525526120e+01,1.372493255393574696e+00
4.913223223223224068e+01,2.109479602788816077e+00
4.920920920920922015e+01,2.872616769334406239e+00
4.928618618618619251e+01,3.589266062300151106e+00
4.936316316316317199e+01,4.196872194079147356e+00
4.944014014014015146e+01,4.647267310544020091e+00
4.951711711711712383e+01,4.909954241114641960e+00
4.959409409409410330e+01,4.974045770248469722e+00
4.967107107107107566e+01,4.848614837034188163e+00
4.974804804804805514e+01,4.561355241096482160e+00
4.982502502502503461e+01,4.155640401514124171e+00
4.990200200200200698e+01,3.686259243244477624e+00
4.997897897897898645e+01,3.214260027953706356e+00
5.005595595595596592e+01,2.801412567305702428e+00
5.013293293293293829e+01,2.504796141715661673e+00
5.020990990990991776e+01,2.371948280493228367e+00
5.028688688688689723e+01,2.436899819425391467e+00
5.036386386386386960e+01,2.717310718523386459e+00
5.044084084084084907e+01,3.212836127571520706e+00
5.051781781781782854e+01,3.904801124094461784e+00
5.059479479479480091e+01,4.757232459926322043e+00
5.067177177177178038e+01,5.719259655612515481e+00
5.074874874874875985e+01,6.728828327445278923e+00
5.082572572572573222e+01,7.717551848554627725e+00
5.090270270270271169e+01,8.616372662086277501e+00
5.097967967967969116e+01,9.361544654755778794e+00
5.105665665665666353e+01,9.900329720690805857e+00
5.113363363363364300e+01,1.019576935956497010e+01
5.121061061061061537e+01,1.022997125696250365e+01
5.128758758758759484e+01,1.000553732706529431e+01
5.136456456456457431e+01,9.545019790693547890e+00
5.144154154154154668e+01,8.888570649630343823e+00
5.151851851851852615e+01,8.090186372189847930e+00
5.159549549549550562e+01,7.213092774224115544e+00
5.167247247247247799e+01,6.324837830666662164e+00
5.174944944944945746e+01,5.492567376001158408e+00
5.182642642642643693e+01,4.778787457016900220e+00
5.190340340340340930e+01,4.237727502143216363e+00
5.198038038038038877e+01,3.912275512686008483e+00
5.205735735735736824e+01,3.831408352394090500e+00
5.213433433433434061e+01,4.008099786290328481e+00
5.221131131131132008e+01,4.437826249895064024e+00
5.228828828828829955e+01,5.097940419888283614e+00
5.236526526526527192e+01,5.948267463261224464e+00
5.244224224224225139e+01,6.933236807786287592e+00
5.251921921921923087e+01,7.985674653655066457e+00
5.259619619619620323e+01,9.032085111912714126e+00
5.267317317317318270e+01,9.998921909553395437e+00
5.275015015015016218e+01,1.081909611204202726e+01
5.282712712712713454e+01,1.143785799283109839e+01
5.290410410410411401e+01,1.181726744752367786e+01
5.298108108108108638e+01,1.193870823734047804e+01
5.305805805805806585e+01,1.180324527495771036e+01
5.313503503503504533e+01,1.142998829796734128e+01
5.321201201201201769e+01,1.085292776506250334e+01
5.328898898898899716e+01,1.011688669640806282e+01
5.336596596596597664e+01,9.273254186553193890e+00
5.344294294294294900e+01,8.376040405654601173e+00
5.351991991991992847e+01,7.478566084128594582e+00
5.359689689689690795e+01,6.630846586756828032e+00
5.367387387387388031e+01,5.877532344266493070e+00
5.375085085085085979e+01,5.256183397685417980e+00
5.382782782782783926e+01,4.795703979853105814e+00
5.390480480480481162e+01,4.514912636782133504e+00
5.398178178178179110e+01,4.421405812912450273e+00
5.405875875875877057e+01,4.511006599876506762e+00
5.413573573573574294e+01,4.768111317915421310e+00
5.421271271271272241e+01,5.167132541425636383e+00
5.428968968968970188e+01,5.675017039237161498e+00
5.436666666666667425e+01,6.254560570285114807e+00
5.444364364364365372e+01,6.868032989576857261e+00
5.452062062062062608e+01,7.480535279927806869e+00
5.459759759759760556e+01,8.062564969496193612e+00
5.467457457457458503e+01,8.591451955590882150e+00
5.475155155155155740e+01,9.051588943114545316e+00
5.482852852852853687e+01,9.433645429367899737e+00
5.490550550550551634e+01,9.733149375877175657e+00
5.498248248248248871e+01,9.948896885053638783e+00
5.505945945945946818e+01,1.008159444520076065e+01
5.513643643643644765e+01,1.013297777174092751e+01
5.521341341341342002e+01,1.010544397789060511e+01
5.529039039039039949e+01,1.000204927112216602e+01
5.536736736736737896e+01,9.826620690250459589e+00
5.544434434434435133e+01,9.583735834560295430e+00
5.552132132132133080e+01,9.278429470685647829e+00
5.559829829829831027e+01,8.915647100749014342e+00
5.567527527527528264e+01,8.499621076950592879e+00
5.575225225225226211e+01,8.033435005363424253e+00
5.582922922922924158e+01,7.519030317290092746e+00
5.590620620620621395e+01,6.957794369113497801e+00
5.598318318318319342e+01,6.351688036108292579e+00
5.606016016016016579e+01,5.704682062669257370e+00
5.613713713713714526e+01,5.024138291249955479e+00
5.621411411411412473e+01,4.321739836771444132e+00
5.629109109109109710e+01,3.613657310380603782e+00
5.636806806806807657e+01,2.919814659263384016e+00
5.644504504504505604e+01,2.262337231217216527e+00
5.652202202202202841e+01,1.663461897063486461e+00
5.659899899899900788e+01,1.143307300296752427e+00
5.667597597597598735e+01,7.179108107601848143e-01
5.675295295295295972e+01,3.978432232678823510e-01
5.682992992992993919e+01,1.875509868812200720e-01
5.690690690690691866e+01,8.540384865115029089e-02
5.698388388388389103e+01,8.429442740110604237e-02
5.706086086086087050e+01,1.725760607538459612e-01
5.713783783783784997e+01,3.351394235840460811e-01
5.721481481481482234e+01,5.544957376644888969e-01
5.729179179179180181e+01,8.118198569611239090e-01
5.736876876876878129e+01,1.087974403209873708e+00
5.744574574574575365e+01,1.364561712819190253e+00
5.752272272272273312e+01,1.625026884846118902e+00
5.759969969969970549e+01,1.855774590511760413e+00
5.767667667667668496e+01,2.047189850077097528e+00
5.775365365365366443e+01,2.194398532664815882e+00
5.783063063063063680e+01,2.297591503355626230e+00
5.790760760760761627e+01,2.361778665296139224e+00
5.798458458458459575e+01,2.395929979346272720e+00
5.806156156156156811e+01,2.411578003269805759e+00
5.813853853853854758e+01,2.421068766149537144e+00
5.821551551551552706e+01,2.435723452650265575e+00
5.829249249249249942e+01,2.464192119404380321e+00
5.836946946946947890e+01,2.511240019974046334e+00
5.844644644644645837e+01,2.577122010035097333e+00
5.852342342342343073e+01,2.657596287838919213e+00
5.860040040040041021e+01,2.744531263711078140e+00
5.867737737737738968e+01,2.826986865351151401e+00
5.875435435435436204e+01,2.892611102641238663e+00
5.883133133133134152e+01,2.929181297080961865e+00
5.890830830830832099e+01,2.926128248199541648e+00
5.898528528528529336e+01,2.875900883795450724e+00
5.906226226226227283e+01,2.775051329062194760e+00
5.913923923923924519e+01,2.624942968551068567e+00
5.921621621621622467e+01,2.432008390859338398e+00
5.929319319319320414e+01,2.207513963279226665e+00
5.937017017017017650e+01,1.966826607884569089e+00
5.944714714714715598e+01,1.728226305788528538e+00
5.952412412412413545e+01,1.511360299760488024e+00
5.960110110110110782e+01,1.335483019714256425e+00
5.967807807807808729e+01,1.217658950922134942e+00
5.975505505505506676e+01,1.171115597920816986e+00
5.983203203203203913e+01,1.203917114742098837e+00
5.990900900900901860e+01,1.318089165806264118e+00
5.998598598598599807e+01,1.509270517054648097e+00
6.006296296296297044e+01,1.766907673996059192e+00
6.013993993993994991e+01,2.074955923626071730e+00
6.021691691691692938e+01,2.413010528647995034e+00
6.029389389389390175e+01,2.757768011884531578e+00
6.037087087087088122e+01,3.084707117342138982e+00
6.044784784784786069e+01,3.369876322625925624e+00
6.052482482482483306e+01,3.591672986842929127e+00
6.060180180180181253e+01,3.732494029456356444e+00
6.067877877877878490e+01,3.780130366234052186e+00
6.075575575575576437e+01,3.728774152894561489e+00
6.083273273273274384e+01,3.579519879199162702e+00
6.090970970970971621e+01,3.340276598181741718e+00
6.098668668668669568e+01,3.025070510452499306e+00
6.106366366366367515e+01,2.652795195081746105e+00
6.114064064064064752e+01,2.245542485665440680e+00
6.121761761761762699e+01,1.826700212817689906e+00
6.129459459459460646e+01,1.419021007603209261e+00
6.137157157157157883e+01,1.042849188571311814e+00
6.144854854854855830e+01,7.146522449690524414e-01
6.152552552552553777e+01,4.459561169758609056e-01
6.160250250250251014e+01,2.427421374617685090e-01
6.167947947947948961e+01,1.053319572509550522e-01
6.175645645645646908e+01,2.876040851196599510e-02
6.183343343343344145e+01,3.607206225613084159e-03
6.191041041041042092e+01,1.722186562222881301e-02
6.198738738738740039e+01,5.523420865670213009e-02
6.206436436436437276e+01,1.032033466785801379e-01
6.214134134134135223e+01,1.482310345021329578e-01
6.221831831831833171e+01,1.803584209476816191e-01
6.229529529529530407e+01,1.935817238254777806e-01
6.237227227227228354e+01,1.863616522477409276e-01
6.244924924924925591e+01,1.615603622700735875e-01
6.252622622622623538e+01,1.258127681279465337e-01
6.260320320320321485e+01,8.841683812925896224e-02
6.268018018018018722e+01,5.989655164644336338e-02
6.275715715715716669e+01,5.043622151205527648e-02
6.283413413413414617e+01,6.839454729875991956e-02
6.291111111111111853e+01,1.190795090810154999e-01
6.298808808808809800e+01,2.039112780108695566e-01
6.306506506506507748e+01,3.200377241752425106e-01
6.314204204204204984e+01,4.604134324591693805e-01
6.321901901901902932e+01,6.143178096199778393e-01
6.329599599599600879e+01,7.682690939424473564e-01
6.337297297297298115e+01,9.072787955221764955e-01
6.344994994994996063e+01,1.016373702892850783e+00
6.352692692692694010e+01,1.082283731284359618e+00
6.360390390390391246e+01,1.095155944171682272e+00
6.368088088088089194e+01,1.050118194188602416e+00
6.375785785785787141e+01,9.484935405632938243e-01
6.383483483483484378e+01,7.984706651041427738e-01
6.391181181181182325e+01,6.150722522830641692e-01
6.398878878878879561e+01,4.193323163682018961e-01
6.406576576576577509e+01,2.366879155063224549e-01
6.414274274274275456e+01,9.469808155557216112e-02
6.421971971971971982e+01,2.030595644364442329e-02
6.429669669669669929e+01,3.693948951885495102e-02
6.437367367367367876e+01,1.617839787714323296e-01
6.445065065065065824e+01,4.035462950080476174e-01
6.452762762762763771e+01,7.609681647159673989e-01
6.460460460460461718e+01,1.222249429733187176e+00
6.468158158158158244e+01,1.765434454186956215e+00
6.475855855855856191e+01,2.359717772442656791e+00
6.483553553553554138e+01,2.967552159691412950e+00
6.491251251251252086e+01,3.547395338206746906e+00
6.498948948948950033e+01,4.056902983334481405e+00
6.506646646646647980e+01,4.456354955546777852e+00
6.514344344344344506e+01,4.712081601519633622e+00
6.522042042042042453e+01,4.799637617298101233e+00
6.529739739739740401e+01,4.706459441617739436e+00
6.537437437437438348e+01,4.433749055582263843e+00
6.545135135135136295e+01,3.997361700515979166e+00
6.552832832832832821e+01,3.427541260251286026e+00
6.560530530530530768e+01,2.767441310218377026e+00
6.568228228228228716e+01,2.070481550765719714e+00
6.575925925925926663e+01,1.396703508813075922e+00
6.583623623623624610e+01,8.083902632843278369e-01
6.591321321321322557e+01,3.652897550177910957e-01
6.599019019019019083e+01,1.198227703173637970e-01
6.606716716716717031e+01,1.126639214946347500e-01
6.614414414414414978e+01,3.690606029745974181e-01
6.622112112112112925e+01,8.962065871214293100e-01
6.629809809809810872e+01,1.681918284317710954e+00
6.637507507507508819e+01,2.694774929878874126e+00
6.645205205205205345e+01,3.885779497864927379e+00
6.652902902902903293e+01,5.191476137780734135e+00
6.660600600600601240e+01,6.538327473948951862e+00
6.668298298298299187e+01,7.848022527698679696e+00
6.675995995995997134e+01,9.043270998092815205e+00
6.683693693693695081e+01,1.005356348643966591e+01
6.691391391391391608e+01,1.082035969449549029e+01
6.699089089089089555e+01,1.130121929342029574e+01
6.706786786786787502e+01,1.147251094350328415e+01
6.714484484484485449e+01,1.133050568499165855e+01
6.722182182182181975e+01,1.089085025652645911e+01
6.729879879879879923e+01,1.018658735169455198e+01
6.737577577577577870e+01,9.265012799343864458e+00
6.745275275275275817e+01,8.183719196659115624e+00
6.752972972972973764e+01,7.006176655631947803e+00
6.760670670670671711e+01,5.797165774346684231e+00
6.768368368368368237e+01,4.618334411506225479e+00
6.776066066066066185e+01,3.524121750016510735e+00
6.783763763763764132e+01,2.558288994283834494e+00
6.791461461461462079e+01,1.751306329225140512e+00
6.799159159159160026e+01,1.118847368651250340e+00
6.806856856856856552e+01,6.616084779759138224e-01
6.814554554554554500e+01,3.665819479538453551e-01
6.822252252252252447e+01,2.097660328737717961e-01
6.829949949949950394e+01,1.601077095512671578e-01
6.837647647647648341e+01,1.842789023038969298e-01
6.845345345345346288e+01,2.517267490604417901e-01
6.853043043043042815e+01,3.393552243364258425e-01
6.860740740740740762e+01,4.352179947896873680e-01
6.868438438438438709e+01,5.407358324253184190e-01
6.876136136136136656e+01,6.711722116527146786e-01
6.883833833833834603e+01,8.543587831897332396e-01
6.891531531531532551e+01,1.127898187001125541e+00
6.899229229229229077e+01,1.535233903220251328e+00
6.906926926926927024e+01,2.121040638805666845e+00
6.914624624624624971e+01,2.926362968251573271e+00
6.922322322322322918e+01,3.983851357593165776e+00
6.930020020020020866e+01,5.313361715900241755e+00
6.937717717717717392e+01,6.918137745363386770e+00
6.945415415415415339e+01,8.781802018663848131e+00
6.953113113113113286e+01,1.086643043185061153e+01
6.960810810810811233e+01,1.311203974549382423e+01
6.968508508508509181e+01,1.543783201513236136e+01
6.976206206206207128e+01,1.774547016366478758e+01
6.983903903903903654e+01,1.992448305474230352e+01
6.991601601601601601e+01,2.185962407490167791e+01
6.999299299299299548e+01,2.343967631973963961e+01
7.006996996996997495e+01,2.456688023401276055e+01
7.014694694694695443e+01,2.516593891879094258e+01
7.022392392392393390e+01,2.519150412827491436e+01
7.030090090090089916e+01,2.463319710231979087e+01
7.037787787787787863e+01,2.351755293542120029e+01
7.045485485485485810e+01,2.190672074902933986e+01
7.053183183183183758e+01,1.989419713402254430e+01
7.060880880880881705e+01,1.759821279617778345e+01
7.068578578578579652e+01,1.515356609803351162e+01
7.076276276276276178e+01,1.270269432961715772e+01
7.083973973973974125e+01,1.038664083058914933e+01
7.091671671671672073e+01,8.336392159521519574e+00
7.099369369369370020e+01,6.664903713884124947e+00
7.107067067067067967e+01,5.460057526659587879e+00
7.114764764764764493e+01,4.778814273572182358e+00
7.122462462462462440e+01,4.642903574212125406e+00
7.130160160160160387e+01,5.036484362182942043e+00
7.137857857857858335e+01,5.906233113952901626e+00
7.145555555555556282e+01,7.164227258474009652e+00
7.153253253253254229e+01,8.693760928779351360e+00
7.160950950950950755e+01,1.035788070642242253e+01
7.168648648648648702e+01,1.201002458315510246e+01
7.176346346346346650e+01,1.350578271666494068e+01
7.184044044044044597e+01,1.471457161276071801e+01
7.191741741741742544e+01,1.552999249853496266e+01
7.199439439439440491e+01,1.587784271327680941e+01
7.207137137137137017e+01,1.572111620919547548e+01
7.214834834834834965e+01,1.506176985042698213e+01
7.222532532532532912e+01,1.393943762246401263e+01
7.230230230230230859e+01,1.242756021147409484e+01
7.237927927927928806e+01,1.062752574672965622e+01
7.245625625625626753e+01,8.661404652830576367e+00
7.253323323323323280e+01,6.663762826913647963e+00
7.261021021021021227e+01,4.772923877154984673e+00
7.268718718718719174e+01,3.121985244539235538e+00
7.276416416416417121e+01,1.829909446914524285e+00
7.284114114114115068e+01,9.931083800864923816e-01
7.291811811811811594e+01,6.780776190547879168e-01
7.299509509509509542e+01,9.157554803347712769e-01
7.307207207207207489e+01,1.698307501885071957e+00
7.314904904904905436e+01,2.978916269405505801e+00
7.322602602602603383e+01,4.674873070736548897e+00
7.330300300300301330e+01,6.673857788392672852e+00
7.337997997997997857e+01,8.842841479439051966e+00
7.345695695695695804e+01,1.103866212337828934e+01
7.353393393393393751e+01,1.311910626207832919e+01
7.361091091091091698e+01,1.495332908452618703e+01
7.368788788788789645e+01,1.643064983991726535e+01
7.376486486486487593e+01,1.746709853482351349e+01
7.384184184184184119e+01,1.800946562434538478e+01
7.391881881881882066e+01,1.803692747743577840e+01
7.399579579579580013e+01,1.756052897483232655e+01
7.407277277277277960e+01,1.662088699480661447e+01
7.414974974974975908e+01,1.528445984292132920e+01
7.422672672672672434e+01,1.363865653048520343e+01
7.430370370370370381e+01,1.178599039167870188e+01
7.438068068068068328e+01,9.837457801802063528e+00
7.445765765765766275e+01,7.905367213017246542e+00
7.453463463463464223e+01,6.095951546082341466e+00
7.461161161161162170e+01,4.502236245806586545e+00
7.468858858858858696e+01,3.197754282466910514e+00
7.476556556556556643e+01,2.231741192942511276e+00
7.484254254254254590e+01,1.626365616911467749e+00
7.491951951951952537e+01,1.376344465103492176e+00
7.499649649649650485e+01,1.450989445917832299e+00
7.507347347347348432e+01,1.798400437445742961e+00
7.515045045045044958e+01,2.351240901939109396e+00
7.522742742742742905e+01,3.033365322863394109e+00
7.530440440440440852e+01,3.766545537698724022e+00
7.538138138138138800e+01,4.476646293046267822e+00
7.545835835835836747e+01,5.098783342932271978e+00
7.553533533533534694e+01,5.581202005287527967e+00
7.561231231231231220e+01,5.887791461461854503e+00
7.568928928928929167e+01,5.999272820291889907e+00
7.576626626626627115e+01,5.913163566661315151e+00
7.584324324324325062e+01,5.642642679819587670e+00
7.592022022022023009e+01,5.214444240905718786e+00
7.599719719719719535e+01,4.665917425494678916e+00
7.607417417417417482e+01,4.041423738465651283e+00
7.615115115115115429e+01,3.388300846905944574e+00
7.622812812812813377e+01,2.752693916264433049e+00
7.630510510510511324e+01,2.175615658208784886e+00
7.638208208208209271e+01,1.689617273123560581e+00
7.645905905905905797e+01,1.316413039809523289e+00
7.653603603603603744e+01,1.065697029429783838e+00
7.661301301301301692e+01,9.352374627104242943e-01
7.668998998998999639e+01,9.121650943795335253e-01
7.676696696696697586e+01,9.752243866993607346e-01
7.684394394394395533e+01,1.097659871312633539e+00
7.692092092092092059e+01,1.250377583839966000e+00
7.699789789789790007e+01,1.405046496303137049e+00
7.707487487487487954e+01,1.536867715198165341e+00
7.715185185185185901e+01,1.626815776052089380e+00
7.722882882882883848e+01,1.663226894581691928e+00
7.730580580580580374e+01,1.642663381920390187e+00
7.738278278278278322e+01,1.570022059978807505e+00
7.745975975975976269e+01,1.457885884677720956e+00
7.753673673673674216e+01,1.325153686437803069e+00
7.761371371371372163e+01,1.195032046516324664e+00
7.769069069069070110e+01,1.092537535839702478e+00
7.776766766766766636e+01,1.041728588431487745e+00
7.784464464464464584e+01,1.062947028897169854e+00
7.792162162162162531e+01,1.170378864335885671e+00
7.799859859859860478e+01,1.370225771923008651e+00
7.807557557557558425e+01,1.659708124928076511e+00
7.815255255255256372e+01,2.027008499161375266e+00
7.822952952952952899e+01,2.452135663408036681e+00
7.830650650650650846e+01,2.908572343802422910e+00
7.838348348348348793e+01,3.365489638291031316e+00
7.846046046046046740e+01,3.790278158322700541e+00
7.853743743743744687e+01,4.151157330823178171e+00
7.861441441441442635e+01,4.419665085257999948e+00
7.869139139139139161e+01,4.572881034455701155e+00
7.876836836836837108e+01,4.595279997745309153e+00
7.884534534534535055e+01,4.480138922543206448e+00
7.892232232232233002e+01,4.230427458635217519e+00
7.899929929929930950e+01,3.859107696834533918e+00
7.907627627627627476e+01,3.388765189109502085e+00
7.915325325325325423e+01,2.850506873376302153e+00
7.923023023023023370e+01,2.282104545495537096e+00
7.930720720720721317e+01,1.725439188419292336e+00
7.938418418418419265e+01,1.223403332025163825e+00
7.946116116116117212e+01,8.165242282268769802e-01
7.953813813813813738e+01,5.396504496103783355e-01
7.961511511511511685e+01,4.190706497616508153e-01
7.969209209209209632e+01,4.703905325965620499e-01
7.976906906906907579e+01,6.973876825019140746e-01
7.984604604604605527e+01,1.091918814957060668e+00
7.992302302302303474e+01,1.634806531573082200e+00
8.000000000000000000e+01,2.297517459143909591e+00
