frozen_delta_chi2
6.110197168378217469e-01
2.560156386089250891e+00
2.850714711245211364e-01
1.125818653095302269e+00
4.242918422131181089e-01
4.172130073913272313e-02
1.315276892651892293e+00
3.035573212649065322e+00
1.308213066979512895e+00
3.699252106638679649e+00
5.482047013233064536e-01
2.215245295259294256e+00
2.189073672318524455e+00
3.051952654608516280e-01
4.582062934434699031e+00
3.998423704213909247e+00
5.203313862499381770e+00
3.653038651166247708e-01
3.008843321500984214e+00
1.090487866362970515e-01
1.389571351117900644e+00
5.441836890789701897e-01
1.561959639490325014e+00
2.703186798056219864e+00
4.216923734737367258e-01
1.071672899537594315e-01
2.735175543836414924e+00
5.793791170759591269e-01
1.066522659982659826e+00
7.790257752515098444e-01
1.865716454076372655e-01
9.787305971381579095e-01
4.761804086928071555e+00
6.634633407033774244e-01
1.432285970664889163e+00
6.018277901848789746e-01
1.148994508424574956e+00
2.009076842750801450e+00
4.217987929557683868e-01
2.283830076773870843e+00
2.715959999903877486e-01
3.247391274558468210e-01
1.487302758736773090e+00
1.458798134416517733e+00
3.704269634671629507e+00
4.560925772446392523e-01
1.434777171568906162e+00
1.849440051029072496e+00
3.986721694585659836e-01
1.700081457088532977e+00
4.588281024839313105e+00
6.764655222012767588e-01
1.698630015885530309e+00
6.599628824283674915e-03
8.482123387480454690e-01
4.414120947433355369e-01
2.915431097446037345e-01
6.374103811551288246e+00
2.893749966469768342e+00
5.247258108194879922e-01
4.034628260755984464e+00
8.597742627409534766e-01
9.851787983775293078e-01
1.785290320742283443e+00
1.398948795447115812e-01
1.549345845947432743e+00
2.708144240620438126e-01
1.148218437219516108e+00
3.245581461156857195e+00
4.332949137422078323e+00
3.146801067854889222e+00
2.129768360910322400e+00
8.245497427843830884e-01
1.498424706868592082e+00
3.864101014846557547e+00
1.762506342713201501e-01
9.809354962408414202e-01
5.303120936526066753e-01
1.871848398164965843e+00
3.951187964410454168e-01
1.365422502864603205e+00
1.646124468077501346e+00
1.161655388484025497e+00
8.197722706757575306e-01
2.545508918271722348e-02
4.277017496828323218e+00
5.055691544388210001e-01
3.551430122754716479e+00
1.364366538129027528e+00
2.784221171443119758e+00
9.246035578770381291e-02
3.192114691868528364e-01
1.313882386362409393e+00
2.975867433736294920e+00
5.134298163740449006e+00
5.107047237324377598e+00
2.475383197869413632e+00
8.941196607624537496e-01
1.120092710058133711e+00
5.807672380865633310e-02
3.477263986841436227e-01
2.855186540242010129e-01
1.250881599510728748e+00
2.851766580574343735e+00
3.765308858875900722e+00
4.359571873537967379e-01
4.799554421112520730e-01
3.100448944033884491e+00
5.223379568833548259e-01
1.320082051056820971e+00
2.374980529202336044e+00
6.475895649625552641e-01
1.065620928717031651e-01
1.133424729754797466e+00
7.254561122444347365e-01
1.837374522995525172e+00
6.581273752552058154e-01
1.340871119629753472e-01
1.928347693628478021e+00
5.421078602804936253e-01
4.409942356142665609e+00
9.181054203187632989e-02
1.189590348627035526e-01
7.384356036992401062e-01
2.295840544095661129e-01
1.655444900652835782e+00
1.869695670715973312e+00
2.773545844142625949e+00
3.947874197469928070e+00
2.897138035033384185e+00
6.853710039490337191e-01
1.492063089475524018e+00
1.494937173966964794e+00
7.562616144195110079e-01
2.377363263710323138e-01
1.912586980595757102e-01
3.149138949277469735e+00
1.398781205098361902e+00
5.430197608445760937e-02
8.435765193659668926e-01
8.240700633183368762e-01
2.411452919242954351e+00
3.784961239384999621e-01
1.329427023895427329e+00
4.107691080403419903e+00
2.946576959767455706e-01
3.852331634104644298e+00
1.868824838941854638e-01
1.520744904326525093e+00
3.154381672904193579e+00
1.625447134468364307e+00
1.363041001790458617e+00
2.326283155000361091e+00
4.342758054930266898e-01
3.376517341384228210e+00
3.593434056956067851e-02
2.560964648265760868e+00
5.299420265575662814e-01
2.094241199011337429e+00
2.542388948610297961e-01
7.437122468639358885e-01
5.793376091643709369e-01
1.156430014875397205e+00
8.902221098343410244e-02
6.835146536550315566e-02
8.984171700933247795e-01
1.795480021619801358e-01
1.573900547992787891e+00
1.639310827575845675e+00
8.959026760382506060e-02
4.325796932149157392e-01
6.418534591366102937e-01
3.024858731419796110e-01
1.585666241588341352e+00
6.920906765414223116e-01
1.684738462942109438e-01
1.913810462249772859e-01
3.703784091750151219e+00
1.518640503648003515e+00
2.796312554841076103e-01
1.828481721587345010e-01
2.758750617914079051e+00
1.840856194620549280e+00
1.054612232122797533e+00
3.580687084467907511e+00
1.722172430503323914e+00
3.684585090292948339e-01
1.547728746943908051e+00
6.547662615889299209e-01
5.048228281897209513e+00
1.459714297476842670e+00
7.322867167168067848e-01
8.333317004779048354e-01
2.989925775422734855e-01
6.593625690214566237e-01
1.055409178936562720e+00
8.566408410164960685e-01
1.764239010817029163e+00
2.219499100589485407e-01
1.565519416711938616e+00
2.273528770007049449e+00
1.039955317615273378e+00
9.979923749311890580e-02
2.711839139168643165e+00
4.524547329050257471e-02
2.419503966658775873e+00
2.764683527738734714e+00
1.677703515576743909e+00
6.688920289028216226e-02
1.370909513852800687e+00
1.197673601590641956e+00
7.335035891482040438e-02
2.048482303777870328e+00
2.811871936089387347e-01
1.825819308372246041e+00
2.813425724512064741e-01
6.717662959685134494e-01
2.393193439672890221e+00
1.453624840830832321e+00
2.158316230376864375e+00
1.706624757364529898e+00
2.586320964746473550e-01
3.639900701174196840e+00
