frozen_delta_chi2
6.253034557731871335e-01
9.262552951906939391e-01
1.310659638405279548e+00
7.962069954152976026e-01
2.379899958014730199e+00
9.479210739055305979e+00
5.569658659748399465e+00
1.838610345087196229e+00
4.030606050851048394e+00
3.467105352876281632e+00
2.016618004404691078e+00
8.407399002867760318e-01
3.457756962141784740e-01
4.226151028114549235e-01
1.456609159288140498e+00
4.008549405447626945e+00
1.852537936487363535e+00
1.242987265228768123e+00
1.427227466813689105e+01
8.750443088886768805e+00
6.447491988136780927e-01
6.212349314276769396e-01
2.458980424191126612e+00
5.844429989070132336e+00
1.051891103375391712e+00
9.913099374789341445e-01
7.146051764051691846e-01
1.431006077914742658e+00
6.721136358844842507e-01
2.456370673953014006e+00
9.270112608283083144e-01
5.367192613834141923e+00
3.621008989099440356e+00
3.045269610652885373e+00
1.561953393093977738e+00
2.252349068807897758e+00
1.457099299991601704e+00
7.031864819937738709e-01
2.396649936422539096e+00
8.097764701275648180e-01
3.261655397021248515e+00
1.505997371935492346e+01
2.526531536389011290e+00
3.280212257720883429e+00
3.776711102941897824e+00
3.995082054466325139e-01
5.327819981473092881e+00
4.924866939356141060e+00
8.079096630728338724e+00
2.092050800806587452e-01
2.618428390861756494e+00
1.027004949019361568e+01
1.447064553772072593e+01
4.383372101169682900e+00
6.007588985091382838e+00
1.939345194592059674e+00
9.069374515173265205e-01
1.209685296363929075e+00
4.795581270096307414e+00
1.399885192698646419e+00
1.489204655114746423e+00
8.796635704751487594e-01
1.649587027137140005e+00
2.784698466309947218e+00
1.005723444734957894e+01
4.267053165511903501e+00
6.691706044538141551e-01
1.068199361880803000e+00
8.559953333087227278e+00
7.521465255945272155e-01
2.323095099791183393e-01
9.970187127145894168e-01
1.742740106613569262e+00
8.352078104045332907e-01
5.152872013721200517e+00
3.634908089116912322e+00
2.971309473983057003e+00
7.507588814673030519e+00
1.631270823251532498e+00
5.999895038804281988e+00
9.037402560674728136e+00
4.867811831661203570e+00
4.501480107176542234e+00
8.508393765513353468e-01
2.441831796898544127e+00
7.729485493538549967e+00
2.525386067532824796e+00
8.018117983404785321e+00
8.957676430749959007e-01
1.131607110767246294e+00
6.629498527744602576e+00
9.776983160510275273e-01
1.261791628211468108e+01
8.070265429906759574e-03
7.701273318604200391e+00
1.499034909769315194e+00
2.890419459875681052e-01
2.721400754255849375e+00
3.212683416369120692e+00
5.018597053399704855e-01
9.106638256005460119e-02
5.425695794216416346e+00
2.280631428742197819e+00
4.558932214399377791e+00
5.371240843262972575e+00
5.130588223203835341e+00
2.770827991761225517e-01
3.484341933959410387e+00
4.399168335417208198e+00
4.012037558540282767e+00
2.067227249329246064e+00
6.145339227651822611e+00
6.374256503700091336e+00
1.576629426521444777e-01
2.020313147844022161e+00
8.763294043544525014e-01
2.969979601879201070e+00
2.557833894276160258e+00
1.625194908479796196e-01
2.022311910904754040e+00
5.727244054550196140e+00
1.152418642792360615e+00
1.136249707970495848e+01
7.399874065635394516e+00
3.114133200824844572e+00
7.473039330106916012e+00
1.039685029320792653e+00
1.024076911103896315e+00
5.901942721511008294e+00
5.417044882448195153e+00
1.484948460358463507e+00
1.979910127888601379e-01
1.766693897025564119e+00
3.615222592015713055e+00
1.684599835934151857e+00
