mass_low,mass_high,mass_center,count,background,residual,analysis_mask,background_fit_mask
5.219458291067845757e+00,5.280874706845262168e+00,5.250076692081171892e+00,1.400000000000000000e+01,1.609594179681734971e+01,-5.224214760156005166e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.280874706845262168e+00,5.343013798409435466e+00,5.311853389010809501e+00,1.300000000000000000e+01,1.616967574739380353e+01,-7.882503665330661269e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.343013798409435466e+00,5.405884069354823573e+00,5.374357001089951069e+00,1.900000000000000000e+01,1.625233502854390011e+01,6.815628244420912640e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.405884069354823573e+00,5.469494123336130720e+00,5.437596081796864489e+00,1.500000000000000000e+01,1.634385393376255990e+01,-3.324105743835970572e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.469494123336130720e+00,5.533852665245701630e+00,5.501579285257038876e+00,2.000000000000000000e+01,1.644417263470664636e+01,8.768688737301936209e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.533852665245701630e+00,5.598968502404764180e+00,5.566315367427481675e+00,1.300000000000000000e+01,1.655323673138670770e+01,-8.733386489006145226e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.598968502404764180e+00,5.664850545768692847e+00,5.631813187294953948e+00,1.800000000000000000e+01,1.667099680014175078e+01,3.254956901703816574e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.664850545768692847e+00,5.731507811146451914e+00,5.698081708088302832e+00,2.500000000000000000e+01,1.679740794009764215e+01,2.001381949252189596e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.731507811146451914e+00,5.798949420434388102e+00,5.765129998505053699e+00,1.600000000000000000e+01,1.693242931873727386e+01,-2.265981109681387828e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.798949420434388102e+00,5.867184602864544019e+00,5.832967233952451203e+00,1.600000000000000000e+01,1.707602371715652367e+01,-2.603924988186929745e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.867184602864544019e+00,5.936222696267654975e+00,5.901602697803083331e+00,1.300000000000000000e+01,1.722815707554241271e+01,-1.018665743390261502e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.936222696267654975e+00,6.006073148351011248e+00,5.971045782665295398e+00,2.200000000000000000e+01,1.738879803938780455e+01,1.105807069464910475e+00,1.000000000000000000e+00,1.000000000000000000e+00
