omega,delta_chi2
1.149049049049049209e+01,6.141208964333700671e+00
1.156746746746746801e+01,5.155654114993826198e+00
1.164444444444444571e+01,4.146682577488443044e+00
1.172142142142142163e+01,3.171378942837297821e+00
1.179839839839839932e+01,2.280556896868533912e+00
1.187537537537537702e+01,1.514761091223005396e+00
1.195235235235235294e+01,9.013208991640785372e-01
1.202932932932933063e+01,4.530328224248144076e-01
1.210630630630630655e+01,1.687297299126820915e-01
1.218328328328328425e+01,3.554029817280034836e-02
1.226026026026026194e+01,3.224887182596957586e-02
1.233723723723723786e+01,1.329944857885839993e-01
1.241421421421421556e+01,3.106308536284485000e-01
1.249119119119119148e+01,5.393190603951362183e-01
1.256816816816816917e+01,7.962093947826668350e-01
1.264514514514514687e+01,1.062287795696422288e+00
1.272212212212212279e+01,1.322578259516655308e+00
1.279909909909910048e+01,1.565918752850627760e+00
1.287607607607607640e+01,1.784500186327883986e+00
1.295305305305305410e+01,1.973309393427083780e+00
1.303003003003003180e+01,2.129568848726417052e+00
1.310700700700700772e+01,2.252226930746474398e+00
1.318398398398398541e+01,2.341524966798460561e+00
1.326096096096096133e+01,2.398651303985946726e+00
1.333793793793793903e+01,2.425488373410115361e+00
1.341491491491491672e+01,2.424465003024434129e+00
1.349189189189189264e+01,2.398538405065880230e+00
1.356886886886887034e+01,2.351339295082496061e+00
1.364584584584584626e+01,2.287508169177141504e+00
1.372282282282282395e+01,2.213221527331911354e+00
1.379979979979980165e+01,2.136850863896842423e+00
1.387677677677677757e+01,2.069621119606353865e+00
1.395375375375375526e+01,2.026056743789157899e+00
1.403073073073073118e+01,2.023951620515846539e+00
1.410770770770770888e+01,2.083609877100565999e+00
1.418468468468468657e+01,2.226207392908285509e+00
1.426166166166166249e+01,2.471319451338487294e+00
1.433863863863864019e+01,2.833903238788763268e+00
1.441561561561561611e+01,3.321230805591564028e+00
1.449259259259259380e+01,3.930354981859753405e+00
1.456956956956957150e+01,4.646623150165522631e+00
1.464654654654654742e+01,5.443565915095945229e+00
1.472352352352352511e+01,6.284253503029551879e+00
1.480050050050050103e+01,7.123993738389328811e+00
1.487747747747747873e+01,7.914061945964844469e+00
1.495445445445445642e+01,8.606000357270378487e+00
1.503143143143143234e+01,9.155912285687820784e+00
1.510840840840841004e+01,9.528148408754024246e+00
1.518538538538538596e+01,9.697892299514505154e+00
1.526236236236236365e+01,9.652409923065681241e+00
1.533933933933934135e+01,9.391065154693771788e+00
1.541631631631631727e+01,8.924493828348413871e+00
1.549329329329329497e+01,8.273452936130905044e+00
1.557027027027027088e+01,7.467772950314475189e+00
1.564724724724724858e+01,6.545588047948898591e+00
1.572422422422422628e+01,5.552714455857557851e+00
1.580120120120120220e+01,4.541814843999386397e+00
1.587817817817817989e+01,3.570912705116132901e+00
1.595515515515515581e+01,2.700927507924839155e+00
1.603213213213213351e+01,1.992146456660952136e+00
1.610910910910911298e+01,1.499843755381482735e+00
1.618608608608608890e+01,1.269504889472487186e+00
1.626306306306306482e+01,1.332241394707326387e+00
1.634004004004004074e+01,1.700973698603376327e+00
1.641701701701702021e+01,2.367850501136190111e+00
1.649399399399399613e+01,3.303224023143565002e+00
1.657097097097097205e+01,4.456364917092490607e+00
1.664794794794795152e+01,5.757999252548478886e+00
1.672492492492492744e+01,7.124663886433083348e+00
1.680190190190190336e+01,8.464760934717970642e+00
1.687887887887888283e+01,9.686003663147117138e+00
1.695585585585585875e+01,1.070367454618499536e+01
1.703283283283283467e+01,1.144880714465926097e+01
1.710980980980981059e+01,1.187515926154634549e+01
1.718678678678679006e+01,1.196379448268406875e+01
1.726376376376376598e+01,1.172433204157604436e+01
1.734074074074074190e+01,1.119247241158916317e+01
1.741771771771772137e+01,1.042415342842546266e+01
1.749469469469469729e+01,9.487440681855648705e+00
1.757167167167167321e+01,8.453780332954142551e+00
1.764864864864865268e+01,7.390367609645214664e+00
1.772562562562562860e+01,6.355045457510971829e+00
1.780260260260260452e+01,5.394414064136796583e+00
1.787957957957958399e+01,4.544893723317676937e+00
1.795655655655655991e+01,3.835610267034989196e+00
1.803353353353353583e+01,3.291441499001435123e+00
1.811051051051051175e+01,2.934570871173813877e+00
1.818748748748749122e+01,2.783477460826130567e+00
1.826446446446446714e+01,2.849295347459454675e+00
1.834144144144144306e+01,3.130594009356051810e+00
1.841841841841842253e+01,3.608496170320529384e+00
1.849539539539539845e+01,4.244342914272666079e+00
1.857237237237237437e+01,4.981672256408695709e+00
1.864934934934935384e+01,5.753153536733152329e+00
1.872632632632632976e+01,6.491610509278689989e+00
1.880330330330330568e+01,7.142836362430890595e+00
1.888028028028028160e+01,7.677040212845612110e+00
1.895725725725726107e+01,8.095792110500809713e+00
1.903423423423423699e+01,8.432293572382238978e+00
1.911121121121121647e+01,8.744445785017216366e+00
1.918818818818819238e+01,9.102077295126804302e+00
1.926516516516516830e+01,9.571318233668705489e+00
1.934214214214214422e+01,1.019999895832233250e+01
1.941911911911912370e+01,1.100778123090024252e+01
1.949609609609609961e+01,1.198344371131077324e+01
1.957307307307307553e+01,1.308965830447121270e+01
1.965005005005005501e+01,1.427336892889604059e+01
1.972702702702703093e+01,1.547828924004416962e+01
1.980400400400400684e+01,1.665561545814527733e+01
1.988098098098098632e+01,1.776989220241601686e+01
1.995795795795796224e+01,1.879871402686612925e+01
2.003493493493493816e+01,1.972699205430235025e+01
2.011191191191191407e+01,2.053825206694786232e+01
2.018888888888889355e+01,2.120638021714724530e+01
2.026586586586586947e+01,2.169112603816886065e+01
2.034284284284284539e+01,2.193951649276916882e+01
2.041981981981982486e+01,2.189346412265756214e+01
2.049679679679680078e+01,2.150187368335230431e+01
2.057377377377377670e+01,2.073412702719045342e+01
2.065075075075075617e+01,1.959138926837918149e+01
2.072772772772773209e+01,1.811277159276512094e+01
2.080470470470470801e+01,1.637471276174480650e+01
2.088168168168168393e+01,1.448357037510620593e+01
2.095865865865866340e+01,1.256294565397967133e+01
2.103563563563563932e+01,1.073838944344590551e+01
2.111261261261261524e+01,9.122613548844546116e+00
2.118958958958959471e+01,7.804022158691926947e+00
2.126656656656657063e+01,6.840336508161895424e+00
2.134354354354354655e+01,6.257622943623118772e+00
2.142052052052052602e+01,6.053647912131792097e+00
2.149749749749750194e+01,6.203648294821997311e+00
2.157447447447447786e+01,6.666551403202957360e+00
2.165145145145145378e+01,7.390298121499493611e+00
2.172842842842843325e+01,8.315854022067000528e+00
2.180540540540540917e+01,9.380309245192584910e+00
2.188238238238238509e+01,1.051985543428605929e+01
2.195935935935936456e+01,1.167329237691775035e+01
2.203633633633634048e+01,1.278618949950416450e+01
2.211331331331331640e+01,1.381518947608483394e+01
2.219029029029029587e+01,1.473149943867926837e+01
2.226726726726727179e+01,1.552257657899594534e+01
2.234424424424424771e+01,1.619141180992103202e+01
2.242122122122122363e+01,1.675350348251760479e+01
2.249819819819820310e+01,1.723233252957175310e+01
2.257517517517517902e+01,1.765461964553412955e+01
2.265215215215215494e+01,1.804666499002507862e+01
2.272912912912913441e+01,1.843260537971734081e+01
2.280610610610611033e+01,1.883462677745060887e+01
2.288308308308308625e+01,1.927433485413512670e+01
2.296006006006006572e+01,1.977393558563758091e+01
2.303703703703704164e+01,2.035583931335954588e+01
2.311401401401401756e+01,2.103982889440894866e+01
2.319099099099099703e+01,2.183788512953613292e+01
2.326796796796797295e+01,2.274783915879849161e+01
2.334494494494494887e+01,2.374783615953125704e+01
2.342192192192192479e+01,2.479379972051058090e+01
2.349889889889890426e+01,2.582151979657500718e+01
2.357587587587588018e+01,2.675377644693159596e+01
2.365285285285285610e+01,2.751144852222316928e+01
2.372982982982983557e+01,2.802633242698451355e+01
2.380680680680681149e+01,2.825279166135054609e+01
2.388378378378378741e+01,2.817551909073882754e+01
2.396076076076076689e+01,2.781154454146037835e+01
2.403773773773774280e+01,2.720594504466273378e+01
2.411471471471471872e+01,2.642221905416296224e+01
2.419169169169169464e+01,2.552961168882251641e+01
2.426866866866867412e+01,2.459044502337101434e+01
2.434564564564565003e+01,2.365043315654682843e+01
2.442262262262262595e+01,2.273402005796726399e+01
2.449959959959960543e+01,2.184526792840249954e+01
2.457657657657658135e+01,2.097326159829486869e+01
2.465355355355355726e+01,2.009988472439216167e+01
2.473053053053053674e+01,1.920745688961867614e+01
2.480750750750751266e+01,1.828411095633979855e+01
2.488448448448448858e+01,1.732573666658616318e+01
2.496146146146146449e+01,1.633450625105571419e+01
2.503843843843844397e+01,1.531508535309921371e+01
2.511541541541541989e+01,1.427030722789518791e+01
2.519239239239239581e+01,1.319815373045893026e+01
2.526936936936937528e+01,1.209133918510137384e+01
2.534634634634635120e+01,1.093984026889102878e+01
2.542332332332332712e+01,9.735698208281373667e+00
2.550030030030030659e+01,8.478674544633292953e+00
2.557727727727728251e+01,7.181075188350769523e+00
2.565425425425425843e+01,5.870300038270708676e+00
2.573123123123123435e+01,4.588307410379787399e+00
2.580820820820821382e+01,3.387993271255117289e+00
2.588518518518518974e+01,2.327236206485761016e+00
2.596216216216216566e+01,1.461845255648076769e+00
2.603913913913914513e+01,8.387567562568040147e-01
2.611611611611612105e+01,4.905754193149273190e-01
2.619309309309309697e+01,4.320807184120176725e-01
2.627007007007007644e+01,6.588159628186618377e-01
2.634704704704705236e+01,1.147509614156700941e+00
2.642402402402402828e+01,1.857921242690290464e+00
2.650100100100100420e+01,2.735730678926845183e+00
2.657797797797798367e+01,3.716204935329121550e+00
2.665495495495495959e+01,4.728479791243960229e+00
2.673193193193193551e+01,5.700314454764412453e+00
2.680890890890891498e+01,6.563108037518344595e+00
2.688588588588589090e+01,7.256845132375786989e+00
2.696286286286286682e+01,7.734529843813084504e+00
2.703983983983984629e+01,7.965635765109429833e+00
2.711681681681682221e+01,7.938179616527782478e+00
2.719379379379379813e+01,7.659213546443810472e+00
2.727077077077077405e+01,7.153777635937172086e+00
2.734774774774775352e+01,6.462582917161629581e+00
2.742472472472472944e+01,5.638828439843260654e+00
2.750170170170170536e+01,4.744549683922477001e+00
2.757867867867868483e+01,3.846764497130246596e+00
2.765565565565566075e+01,3.013499257244404372e+00
2.773263263263263667e+01,2.309643198441130973e+00
2.780960960960961614e+01,1.792575910815608964e+00
2.788658658658659206e+01,1.507664942498343041e+00
2.796356356356356798e+01,1.483983318455421641e+00
2.804054054054054390e+01,1.730838815246828144e+00
2.811751751751752337e+01,2.235816755066185380e+00
2.819449449449449929e+01,2.964940552565149545e+00
2.827147147147147521e+01,3.865252990406894185e+00
2.834844844844845468e+01,4.869693166416791286e+00
2.842542542542543060e+01,5.903702340148496930e+00
2.850240240240240652e+01,6.892643865919816371e+00
2.857937937937938599e+01,7.768945874406684382e+00
2.865635635635636191e+01,8.477914253713670689e+00
2.873333333333333783e+01,8.981425988632590673e+00
2.881031031031031375e+01,9.259159867891767703e+00
2.888728728728729322e+01,9.307553915425177848e+00
2.896426426426426914e+01,9.137148886176845508e+00
2.904124124124124506e+01,8.769236092984799669e+00
2.911821821821822454e+01,8.232691682807258715e+00
2.919519519519520045e+01,7.561572224847905588e+00
2.927217217217217637e+01,6.793592515757297612e+00
2.934914914914915585e+01,5.969177887103710667e+00
2.942612612612613177e+01,5.130532288025195342e+00
2.950310310310310769e+01,4.320170182355879795e+00
2.958008008008008360e+01,3.578609600306408289e+00
2.965705705705706308e+01,2.941313127035874775e+00
2.973403403403403900e+01,2.435341895439938398e+00
2.981101101101101492e+01,2.076413529829268523e+00
2.988798798798799439e+01,1.867053766080340349e+00
2.996496496496497031e+01,1.796319912382975392e+00
3.004194194194194623e+01,1.841240477416774324e+00
3.011891891891892570e+01,1.969769130639313470e+00
3.019589589589590162e+01,2.144779016853454845e+00
3.027287287287287754e+01,2.328470070033499262e+00
3.034984984984985346e+01,2.486538046282253500e+00
3.042682682682683293e+01,2.591549935525737869e+00
3.050380380380380885e+01,2.625160874415715107e+00
3.058078078078078477e+01,2.579048341964161217e+00
3.065775775775776424e+01,2.454669472682531328e+00
3.073473473473474016e+01,2.262106770028609493e+00
3.081171171171171608e+01,2.018322580203970151e+00
3.088868868868869555e+01,1.745102093907435759e+00
3.096566566566567147e+01,1.466873967230494902e+00
3.104264264264264739e+01,1.208514620330938039e+00
3.111961961961962331e+01,9.932076795875408592e-01
3.119659659659660278e+01,8.404500709009818937e-01
3.127357357357357870e+01,7.643439740555995066e-01
3.135055055055055462e+01,7.723469922619067285e-01
3.142752752752753409e+01,8.646381049220115411e-01
3.150450450450451001e+01,1.034187091984872797e+00
3.158148148148148593e+01,1.267511026114395367e+00
3.165845845845846540e+01,1.545998854971982528e+00
3.173543543543544132e+01,1.847615694097746175e+00
3.181241241241241724e+01,2.148776501724612764e+00
3.188938938938939316e+01,2.426199309175621543e+00
3.196636636636637263e+01,2.658594071861013930e+00
3.204334334334334500e+01,2.828095145729525584e+00
3.212032032032032447e+01,2.921388695563331250e+00
3.219729729729730394e+01,2.930513515704209482e+00
3.227427427427427631e+01,2.853324095180915343e+00
3.235125125125125578e+01,2.693602993651562638e+00
3.242822822822823525e+01,2.460804242691260413e+00
3.250520520520520762e+01,2.169410776344391056e+00
3.258218218218218709e+01,1.837905601197019401e+00
3.265915915915916656e+01,1.487392136701465306e+00
3.273613613613613893e+01,1.139949530875764117e+00
3.281311311311311840e+01,8.168614652794473630e-01
3.289009009009009077e+01,5.368953927581707752e-01
3.296706706706707024e+01,3.148187415832547353e-01
3.304404404404404971e+01,1.603131327209008916e-01
3.312102102102102208e+01,7.739218135461134462e-02
3.319799799799800155e+01,6.435743877907099120e-02
3.327497497497498102e+01,1.142583075979062418e-01
3.335195195195195339e+01,2.157696448919864673e-01
3.342892892892893286e+01,3.543715731933200774e-01
3.350590590590591233e+01,5.137077156416579582e-01
3.358288288288288470e+01,6.770034320980616860e-01
3.365985985985986417e+01,8.284367511164751896e-01
3.373683683683684364e+01,9.543665740977574918e-01
3.381381381381381601e+01,1.044334614357270485e+00
3.389079079079079548e+01,1.091771900233675208e+00
3.396776776776777496e+01,1.094360804247389352e+00
3.404474474474474732e+01,1.054031014935274069e+00
3.412172172172172679e+01,9.766009476220685048e-01
3.419869869869870627e+01,8.711099618953110912e-01
3.427567567567567863e+01,7.489151124466072451e-01
3.435265265265265811e+01,6.226436980621613548e-01
3.442962962962963047e+01,5.050974193164355919e-01
3.450660660660660994e+01,4.081972524378496558e-01
3.458358358358358942e+01,3.420448413330779425e-01
3.466056056056056178e+01,3.141614970927761874e-01
3.473753753753754125e+01,3.289529787409031236e-01
3.481451451451452073e+01,3.874368913886431787e-01
3.489149149149149309e+01,4.872565640527055097e-01
3.496846846846847257e+01,6.229865605225348713e-01
3.504544544544545204e+01,7.867083414295583665e-01
3.512242242242243151e+01,9.688019151820131958e-01
3.519939939939940388e+01,1.158867060211167033e+00
3.527637637637638335e+01,1.346665417139038645e+00
3.535335335335336282e+01,1.522971821774466106e+00
3.543033033033033519e+01,1.680244854904272112e+00
3.550730730730731466e+01,1.813070253774983653e+00
3.558428428428428703e+01,1.918385290851714275e+00
3.566126126126126650e+01,1.995539800483391080e+00
3.573823823823824597e+01,2.046272062334683728e+00
3.581521521521521834e+01,2.074664165433507179e+00
3.589219219219219781e+01,2.087093867227284516e+00
3.596916916916917728e+01,2.092135108736373539e+00
3.604614614614614965e+01,2.100304382354667876e+00
3.612312312312312912e+01,2.123533243067682097e+00
3.620010010010010859e+01,2.174286179239774519e+00
3.627707707707708096e+01,2.264335770321030950e+00
3.635405405405406043e+01,2.403328707753542570e+00
3.643103103103103990e+01,2.597385531096637390e+00
3.650800800800801227e+01,2.848030734516249662e+00
3.658498498498499174e+01,3.151720554275882158e+00
3.666196196196197121e+01,3.500122663243527832e+00
3.673893893893894358e+01,3.881132412995680347e+00
3.681591591591592305e+01,4.280429934095877798e+00
3.689289289289290252e+01,4.683241789543401978e+00
3.696986986986987489e+01,5.075912139437670945e+00
3.704684684684685436e+01,5.446934948328332915e+00
3.712382382382382673e+01,5.787247199682862941e+00
3.720080080080080620e+01,6.089798930530184506e+00
3.727777777777778567e+01,6.348638382262655533e+00
3.735475475475475804e+01,6.557909175149151615e+00
3.743173173173173751e+01,6.711195492636712778e+00
3.750870870870871698e+01,6.801551487331213508e+00
3.758568568568568935e+01,6.822337331597450927e+00
3.766266266266266882e+01,6.768717248913350026e+00
3.773963963963964829e+01,6.639432715293225762e+00
3.781661661661662066e+01,6.438321698865207665e+00
3.789359359359360013e+01,6.175063947419310750e+00
3.797057057057057960e+01,5.864803667466583548e+00
3.804754754754755197e+01,5.526593738595984462e+00
3.812452452452453144e+01,5.180933418695865100e+00
3.820150150150151092e+01,4.846929269683424302e+00
3.827847847847848328e+01,4.539713354782641375e+00
3.835545545545546275e+01,4.268674886608753383e+00
3.843243243243244223e+01,4.036835179875343016e+00
3.850940940940941459e+01,3.841397997404892184e+00
3.858638638638639407e+01,3.675226643844565544e+00
3.866336336336336643e+01,3.528808172303652846e+00
3.874034034034034590e+01,3.392205753544063729e+00
3.881731731731732538e+01,3.256578347050772759e+00
3.889429429429429774e+01,3.115031952758042788e+00
3.897127127127127721e+01,2.962798900649745715e+00
3.904824824824825669e+01,2.796947154579135564e+00
3.912522522522522905e+01,2.615936914244352707e+00
3.920220220220220853e+01,2.419335942302465181e+00
3.927917917917918800e+01,2.207889695625081306e+00
3.935615615615616036e+01,1.983964952988980013e+00
3.943313313313313984e+01,1.752210400293260806e+00
3.951011011011011931e+01,1.520163324425304552e+00
3.958708708708709167e+01,1.298513614538250316e+00
3.966406406406407115e+01,1.100817077878493144e+00
3.974104104104105062e+01,9.425994620750779429e-01
3.981801801801802299e+01,8.399588547234625446e-01
3.989499499499500246e+01,8.079030494213710334e-01
3.997197197197198193e+01,8.587128229446046035e-01
4.004894894894895430e+01,1.000593478795722913e+00
4.012592592592593377e+01,1.236785165702672717e+00
4.020290290290290613e+01,1.565183984078440282e+00
4.027987987987988561e+01,1.978419427807355913e+00
4.035685685685686508e+01,2.464267864818439957e+00
4.043383383383383745e+01,3.006268512574138629e+00
4.051081081081081692e+01,3.584442033530371496e+00
4.058778778778779639e+01,4.176072467969742519e+00
4.066476476476476876e+01,4.756573224271652300e+00
4.074174174174174823e+01,5.300491250089106821e+00
4.081871871871872770e+01,5.782694787162460770e+00
4.089569569569570007e+01,6.179740116297649521e+00
4.097267267267267954e+01,6.471338930410421852e+00
4.104964964964965901e+01,6.641778604724990487e+00
4.112662662662663138e+01,6.681111007995154338e+00
4.120360360360361085e+01,6.585938913331859546e+00
4.128058058058059032e+01,6.359691426575635909e+00
4.135755755755756269e+01,6.012371658419549902e+00
4.143453453453454216e+01,5.559850938959288058e+00
4.151151151151152163e+01,5.022845455559795447e+00
4.158848848848849400e+01,4.425727006760099336e+00
4.166546546546547347e+01,3.795291044695250360e+00
4.174244244244244584e+01,3.159549317301829863e+00
4.181941941941942531e+01,2.546556020699031642e+00
4.189639639639640478e+01,1.983238485676353191e+00
4.197337337337337715e+01,1.494199665413918243e+00
4.205035035035035662e+01,1.100490647703024960e+00
4.212732732732733609e+01,8.184055180823373021e-01
4.220430430430430846e+01,6.584086786750595888e-01
4.228128128128128793e+01,6.243446435467849831e-01
4.235825825825826740e+01,7.130847088033718251e-01
4.243523523523523977e+01,9.147250493315834952e-01
4.251221221221221924e+01,1.213370665556828376e+00
4.258918918918919871e+01,1.588436694447208808e+00
4.266616616616617108e+01,2.016300625455125228e+00
4.274314314314315055e+01,2.472075693633720039e+00
4.282012012012013003e+01,2.931268107657767352e+00
4.289709709709710239e+01,3.371132004598835774e+00
4.297407407407408186e+01,3.771629290951943325e+00
4.305105105105106134e+01,4.116006059328921829e+00
4.312802802802803370e+01,4.391079972803920484e+00
4.320500500500501317e+01,4.587370356915046798e+00
4.328198198198199265e+01,4.699188095379045471e+00
4.335895895895896501e+01,4.724746707044318761e+00
4.343593593593594449e+01,4.666282390658933465e+00
4.351291291291291685e+01,4.530106179697462210e+00
4.358988988988989632e+01,4.326477258101618872e+00
4.366686686686687580e+01,4.069193308601136927e+00
4.374384384384384816e+01,3.774839020728436800e+00
4.382082082082082763e+01,3.461704751678153613e+00
4.389779779779780711e+01,3.148465218950340372e+00
4.397477477477477947e+01,2.852773210541857729e+00
4.405175175175175895e+01,2.589958357919869947e+00
4.412872872872873842e+01,2.372014715236002935e+00
4.420570570570571078e+01,2.207011341527843840e+00
4.428268268268269026e+01,2.098977236887667353e+00
4.435965965965966973e+01,2.048216687337858666e+00
4.443663663663664209e+01,2.051929508046477668e+00
4.451361361361362157e+01,2.104965592608631031e+00
4.459059059059060104e+01,2.200545804654934212e+00
4.466756756756757341e+01,2.330827663327469601e+00
4.474454454454455288e+01,2.487267556009161940e+00
4.482152152152153235e+01,2.660807806980090451e+00
4.489849849849850472e+01,2.841974311080789573e+00
4.497547547547548419e+01,3.020993529255139087e+00
4.505245245245245655e+01,3.188022495639803999e+00
4.512942942942943603e+01,3.333539550708827015e+00
4.520640640640641550e+01,3.448882520656520345e+00
4.528338338338338787e+01,3.526863656427734028e+00
4.536036036036036734e+01,3.562352802990115919e+00
4.543733733733734681e+01,3.552711471963332812e+00
4.551431431431431918e+01,3.497982441273716159e+00
4.559129129129129865e+01,3.400786739365697198e+00
4.566826826826827812e+01,3.265941187140529944e+00
4.574524524524525049e+01,3.099870044683160408e+00
4.582222222222222996e+01,2.909927800500201833e+00
4.589919919919920943e+01,2.703764056163563634e+00
4.597617617617618180e+01,2.488840768278366422e+00
4.605315315315316127e+01,2.272162006751688335e+00
4.613013013013014074e+01,2.060211307929419977e+00
4.620710710710711311e+01,1.859030860635875637e+00
4.628408408408409258e+01,1.674338066129879454e+00
4.636106106106107205e+01,1.511569632154686316e+00
4.643803803803804442e+01,1.375772567970895643e+00
4.651501501501502389e+01,1.271316270301684481e+00
4.659199199199199626e+01,1.201463631375674801e+00
4.666896896896897573e+01,1.167892310250151500e+00
4.674594594594595520e+01,1.170283990235538196e+00
4.682292292292292757e+01,1.206092287993532963e+00
4.689989989989990704e+01,1.270562378121239178e+00
4.697687687687688651e+01,1.357019446308091570e+00
4.705385385385385888e+01,1.457384842664730229e+00
4.713083083083083835e+01,1.562833249269811375e+00
4.720780780780781782e+01,1.664481685766048713e+00
4.728478478478479019e+01,1.754005920282633912e+00
4.736176176176176966e+01,1.824109412345532588e+00
4.743873873873874913e+01,1.868815759320687331e+00
4.751571571571572150e+01,1.883604706575343402e+00
4.759269269269270097e+01,1.865449703503232026e+00
4.766966966966968045e+01,1.812830235562600922e+00
4.774664664664665281e+01,1.725780075590874763e+00
4.782362362362363228e+01,1.605997258320624566e+00
