name,amplitude,phase,omega,scale,bins,generator,injected,trial,degree,recovered_omega,recovered_amplitude,search_score
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,66,12,57.599699699699705,0.05964733051920171,10.801568553265753
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,67,7,47.36176176176177,0.22511449354313826,10.302080651425769
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,67,12,47.28478478478479,0.13604580055311807,10.19588395639181
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,68,7,33.967767767767775,0.11680208699114668,9.678175255307792
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,68,12,33.813813813813816,0.053478166631698014,8.8737858014793
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,69,7,61.67947947947949,0.018651255834876826,8.155162976485997
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,69,12,61.67947947947949,0.06780215279643269,8.076252084668454
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,70,7,39.27917917917919,0.10893297621787836,10.915655549047983
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,70,12,39.35615615615616,0.10097126366876213,10.40513494375216
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,71,7,62.526226226226235,0.11871868535565103,9.679328942110601
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,71,12,62.603203203203215,0.01590791105008453,9.151817552880885
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,72,7,47.20780780780782,0.09788813307951476,11.606470672087994
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,72,12,47.28478478478479,0.10333769998766223,12.120776942598923
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,73,7,55.2903903903904,0.17876828166949557,10.760537390544073
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,73,12,55.2903903903904,0.08044867890315424,11.610609844915587
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,74,7,25.577277277277283,0.20251207274832286,12.242497352901523
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,74,12,25.88518518518519,0.04919156975035083,11.467765509905064
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,75,7,51.44154154154155,0.05247263649034927,8.09036357689746
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,75,12,51.518518518518526,0.03466081861828171,7.811865042201248
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,76,7,67.37577577577578,0.10001729030169028,8.39618408149471
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,76,12,67.45275275275276,0.0285344935775386,8.145778991479006
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,77,7,66.91391391391392,0.08023370644761352,9.915753871517921
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,77,12,66.91391391391392,0.005440827671653563,10.205682631838329
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,78,7,20.727727727727732,0.07490286443807279,11.084826512589643
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,78,12,20.650750750750756,0.011367947266377978,8.990888701275253
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,79,7,78.61441441441443,0.03460695306154508,8.139139603971557
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,79,12,78.61441441441443,0.040949868170945994,8.09238081461109
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,80,7,22.960060060060066,0.038174179357257046,9.07643873952108
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,80,12,22.960060060060066,0.022596674855709587,9.598361253350362
