label,model,search,omega,amplitude,phase,delta_chi2,local_p_chi2_2dof,c0,cos_coeff,sin_coeff
G1,spline_s2,3.1:80:1000,7.4107107107107115,1.1049634810275952,1.2196817354056162,163.61013897228577,2.968313248379318e-36,-0.12495585576157732,0.38004623463177656,1.0375495910783394
G1,spline_s2,5:9:1001,7.4079999999999995,1.1052899792925457,1.2119532842682892,163.61432495054237,2.962107097989282e-36,-0.12546346856954946,0.3881681196179041,1.0348871673940192
G1,spline_s2,0.5:160:4000,7.400100025006251,1.1061351669865127,1.1893853478952452,163.5986705708874,2.9853830463345347e-36,-0.1269415739061329,0.41173716437482555,1.0266486814469973
G1,spline_s2,fixed_control,3.5129129129129133,0.6085887462232432,2.1585208406919496,50.12046547891475,1.3076129291017201e-11,-0.04290163870960478,-0.3374434658502297,0.506470304543676
G1,spline_s2,fixed_control,7.025825825825827,0.9541326828663784,0.04235730323881198,118.33124216076385,2.0169598187169703e-26,-0.17050018398610456,0.953276886480922,0.04040240357989152
G1,spline_s2,fixed_control,14.051651651651653,0.17318768778699037,2.9708785500347274,4.072620761977419,0.13050935343078565,-0.07429173164234396,-0.17067017993118647,0.029422183522989784
G1,spline_s2,fixed_control,6.025825825825827,0.5969361529436948,1.4333351258270435,43.700245712219726,3.2405014094394474e-10,0.031915411061835444,0.08179738992750452,0.5913052999020607
G1,spline_s2,fixed_control,8.025825825825827,0.7529511072336078,2.8157512191648384,83.60906292119103,6.990732241169494e-19,-0.06021927603366178,-0.7133321102038513,0.24102421130757049
G1,spline_s2,fixed_control,9.7,0.2026302649105242,-2.338097755974241,5.918066120616913,0.05186904717295057,-0.04675854003881657,-0.14066499242547958,-0.14585055421097645
G1,spline_s2,linear_mass_2to50cycles,0.2804679347684887,0.9565561573988641,-2.9955474295400064,114.48178471485323,1.3822809090985488e-25,0.03256305051351433,-0.9463729842679002,-0.13920437100015678
G1,pois_poly12,0.5:80:3000,80.0,0.3791034937677141,-2.4366962266171037,20.554984928525812,3.4398676634132884e-05,-0.0012208516829436248,-0.28875504359940135,-0.24564198294020317
G1,pois_poly12,3.1:80:1000,80.0,0.3791034937677141,-2.4366962266171037,20.554984928525812,3.4398676634132884e-05,-0.0012208516829436248,-0.28875504359940135,-0.24564198294020317
G1,pois_poly12,5:9:1001,7.992,0.1357853624962357,1.0508928970862212,2.5306109579116765,0.28215309114261855,-0.013568356467151344,0.06745766975258538,0.11784365685002
G1,pois_poly12,0.5:160:4000,80.07051762940735,0.3816352865394163,-2.2461230119669318,20.797547871235054,3.0469818074811065e-05,-0.0008020849927676225,-0.238580188117977,-0.2978673962850132
G1,pois_poly12,fixed_control,3.5129129129129133,0.010660799046958514,0.7952980496403498,0.01638842134815377,0.991839270357587,0.0009113882318699343,0.007463326570846042,0.007612581219043579
G1,pois_poly12,fixed_control,7.025825825825827,0.06915580848434143,-1.4626375637630435,0.7360045862751576,0.6921155945706319,0.00038904717145247733,0.007465231703639306,-0.06875169934433539
G1,pois_poly12,fixed_control,14.051651651651653,0.04968181494171186,-2.7925826039823685,0.35132661989769076,0.8389003852070652,-0.0033514765566559617,-0.04668658299246821,-0.016989576345214787
G1,pois_poly12,fixed_control,6.025825825825827,0.027233092848055685,-2.721037178074062,0.1071704362032051,0.9478251657008209,-0.0018883618804712698,-0.024860063732752815,-0.011118389149255833
G1,pois_poly12,fixed_control,8.025825825825827,0.13550607667722006,1.1492661678529652,2.526446778707509,0.2827411711650836,-0.013476849210361925,0.055443279647535454,0.12364440771170294
G1,pois_poly12,fixed_control,9.7,0.13565228447936414,2.0391509368581024,2.598331235497369,0.2727592836188944,-0.01514514248205203,-0.06123597730132781,0.12104419593033615
G1,pois_poly12,linear_mass_2to50cycles,2.043226493997576,0.28050358332708,-1.383808373378332,11.7971749849861,0.0027433170392662026,-0.02199849922374335,0.0521456723097381,-0.27561402199216484
G2,cheb_d7,0.5:80:3000,7.365788596198732,1.0807317747898042,1.0747993100835098,155.47336242194115,1.7353549087326651e-34,-0.0769872959365848,0.5143297172485041,0.950497822719965
G2,cheb_d7,3.1:80:1000,7.333733733733734,1.0826213128162256,0.9700241948811256,155.39951045642442,1.8006323946935332e-34,-0.0834338442281986,0.6119837134111796,0.8930536610324104
G2,cheb_d7,5:9:1001,7.352,1.0818288650485588,1.0298429351690073,155.51124573081609,1.702793770177365e-34,-0.07979455777887531,0.5570915497910834,0.9273633044301579
G2,cheb_d7,0.5:160:4000,7.36021505376344,1.0812267188294995,1.0566475234535453,155.50133381920102,1.7112536870230486e-34,-0.0781276834620268,0.5317406836872215,0.9414367014423497
G2,cheb_d7,fixed_control,3.5129129129129133,0.41974656576608965,1.9903925456231386,23.075129556061142,9.756617570248532e-06,0.009324465390731031,-0.1710012803054607,0.3833350252798712
G2,cheb_d7,fixed_control,7.025825825825827,0.990184467445838,-0.09371832069769254,129.02100885901916,9.625956648798495e-29,-0.11677950469595663,0.985839192967391,-0.09266264177326847
G2,cheb_d7,fixed_control,14.051651651651653,0.28730536744419055,-2.385275075186757,12.227127743816027,0.0022126511392099035,-0.029017169712000322,-0.2089767275622601,-0.19716262703567902
G2,cheb_d7,fixed_control,6.025825825825827,0.7070158988292706,1.590788548522549,62.213179918294486,3.094422640237399e-14,0.10423825028121449,-0.014133877044766763,0.7068746103214097
