folds,block,winner,name,family,degree,spline_smoothing_factor,a_failed,b_failed,failed,a_total_poisson_deviance,b_total_poisson_deviance,a_deviance_per_bin,b_deviance_per_bin,combined_validation_bins,combined_total_poisson_deviance,combined_deviance_per_bin
3,1,bernstein_d12,bernstein_d9,bernstein,9,1.0,,,,417.06807320666553,505.1934722448598,1.4531988613472666,1.76025600085317,574,922.2615454515253,1.6067274311002182
3,1,bernstein_d12,bernstein_d12,bernstein,12,1.0,,,,349.9845785658278,470.65896706429294,1.219458461901839,1.6399267145097316,574,820.6435456301208,1.4296925882057854
3,1,bernstein_d12,spline_s0.5,spline,7,0.5,,,,419.8895223469983,600.0028981401206,1.4630296945888444,2.090602432543974,574,1019.8924204871189,1.7768160635664092
3,1,bernstein_d12,spline_s1,spline,7,1.0,,,,363.3025277754704,505.1439166936376,1.2658624661166218,1.7600833334273087,574,868.446444469108,1.5129728997719651
3,1,bernstein_d12,spline_s2,spline,7,2.0,,,,961.6220424311138,930.5218656163809,3.3505994509794905,3.2422364655623026,574,1892.1439080474947,3.296417958270897
3,2,cheb_d12,cheb_d5,chebyshev,5,1.0,,,,810.4576130036467,984.7784989985267,2.8238941219639258,3.4312839686359817,574,1795.2361120021733,3.1275890452999535
3,2,cheb_d12,cheb_d6,chebyshev,6,1.0,,,,741.3606968846894,862.1194422272027,2.5831383166713917,3.0039004955651665,574,1603.4801391118922,2.793519406118279
3,2,cheb_d12,cheb_d7,chebyshev,7,1.0,,,,832.5883368991017,861.7811616265805,2.9010046581850233,3.0027218175142174,574,1694.369498525682,2.9518632378496203
3,2,cheb_d12,cheb_d8,chebyshev,8,1.0,,,,579.6042886776306,624.8333079633411,2.019527138249584,2.177119539941955,574,1204.4375966409716,2.0983233390957694
3,2,cheb_d12,cheb_d9,chebyshev,9,1.0,,,,448.9910555299663,542.6021001545721,1.5644287649127744,1.890599652106523,574,991.5931556845384,1.7275142085096487
3,2,cheb_d12,cheb_d10,chebyshev,10,1.0,,,,466.01023870131775,503.22845129244183,1.6237290547084242,1.753409237952759,574,969.2386899937596,1.6885691463305916
3,2,cheb_d12,cheb_d11,chebyshev,11,1.0,,,,462.82352629543266,507.49787152306453,1.6126255271617862,1.7682852666308868,574,970.3213978184972,1.6904553968963365
3,2,cheb_d12,cheb_d12,chebyshev,12,1.0,,,,394.4957244193893,495.847374647789,1.3745495624368966,1.7276912008633765,574,890.3430990671784,1.5511203816501367
3,2,cheb_d12,bernstein_d5,bernstein,5,1.0,,,,810.457613003648,984.7784989985255,2.82389412196393,3.4312839686359773,574,1795.2361120021735,3.127589045299954
3,2,cheb_d12,bernstein_d7,bernstein,7,1.0,,,,832.5883368990941,861.7811616265848,2.9010046581849966,3.0027218175142325,574,1694.3694985256789,2.9518632378496146
3,2,cheb_d12,bernstein_d9,bernstein,9,1.0,,,,448.99105552996514,542.6021001545705,1.5644287649127706,1.8905996521065174,574,991.5931556845356,1.727514208509644
3,2,cheb_d12,bernstein_d12,bernstein,12,1.0,,,,394.49572441939563,495.84737464778743,1.3745495624369186,1.727691200863371,574,890.3430990671831,1.5511203816501447
3,2,cheb_d12,spline_s0.5,spline,7,0.5,,,,768.5215445462629,3919.4224687631117,2.6777754165375014,13.65652428140457,574,4687.944013309375,8.167149848971036
3,2,cheb_d12,spline_s1,spline,7,1.0,,,,396.3143622175443,550.0203667743085,1.3808862795036387,1.916447270990622,574,946.3347289918529,1.6486667752471305
3,2,cheb_d12,spline_s2,spline,7,2.0,,,,960.0933441606364,801.6594944278318,3.345272976169465,2.7932386565429677,574,1761.7528385884682,3.0692558163562165
3,4,bernstein_d12,cheb_d5,chebyshev,5,1.0,,,,817.8528345903678,1034.7165080642972,2.8496614445657413,3.605284000224032,574,1852.569342654665,3.2274727223948867
3,4,bernstein_d12,cheb_d6,chebyshev,6,1.0,,,,775.5998824666464,878.2607087932909,2.7024386148663635,3.060141842485334,574,1653.8605912599373,2.881290228675849
3,4,bernstein_d12,cheb_d7,chebyshev,7,1.0,,,,888.0650457126228,958.213439277323,3.094303295165933,3.338722784938408,574,1846.2784849899458,3.2165130400521704
3,4,bernstein_d12,cheb_d8,chebyshev,8,1.0,,,,573.9589116921686,625.2929703465825,1.9998568351643506,2.1787211510333884,574,1199.251882038751,2.0892889930988696
3,4,bernstein_d12,cheb_d9,chebyshev,9,1.0,,,,476.0740445040385,604.2279570898021,1.6587945801534443,2.105323892298962,574,1080.3020015938405,1.882059236226203
3,4,bernstein_d12,cheb_d10,chebyshev,10,1.0,,,,485.239485879622,559.6603447179706,1.6907299159568712,1.9500360443134863,574,1044.8998305975927,1.8203829801351787
3,4,bernstein_d12,cheb_d11,chebyshev,11,1.0,,,,433.1264257756387,526.9051821992845,1.509151309322783,1.8359065581856602,574,960.0316079749232,1.6725289337542215
3,4,bernstein_d12,cheb_d12,chebyshev,12,1.0,,,,386.34195241734824,519.8466838115841,1.3461392070290878,1.8113124871483766,574,906.1886362289323,1.5787258470887322
3,4,bernstein_d12,bernstein_d5,bernstein,5,1.0,,,,817.8528345903679,1034.7165080643015,2.8496614445657418,3.605284000224047,574,1852.5693426546695,3.2274727223948947
3,4,bernstein_d12,bernstein_d7,bernstein,7,1.0,,,,888.0650457126258,958.2134392773269,3.0943032951659433,3.338722784938421,574,1846.2784849899526,3.2165130400521824
3,4,bernstein_d12,bernstein_d9,bernstein,9,1.0,,,,476.07404450403516,604.2279570897938,1.6587945801534325,2.1053238922989332,574,1080.302001593829,1.8820592362261828
3,4,bernstein_d12,bernstein_d12,bernstein,12,1.0,,,,386.3419524173394,519.8466838115644,1.3461392070290572,1.811312487148308,574,906.1886362289038,1.5787258470886825
3,4,bernstein_d12,spline_s0.5,spline,7,0.5,,,,1626.44921038304,4685.329854065633,5.667070419453101,16.325191129148546,574,6311.779064448673,10.996130774300823
3,4,bernstein_d12,spline_s1,spline,7,1.0,,,,387.6417739260019,618.1397267316845,1.3506682018327594,2.153796957253256,574,1005.7815006576864,1.7522325795430076
3,4,bernstein_d12,spline_s2,spline,7,2.0,,,,926.0465675237812,1114.8649122331776,3.226643092417356,3.8845467325197824,574,2040.9114797569587,3.5555949124685693
3,8,cheb_d9,cheb_d5,chebyshev,5,1.0,,,,1027.790651335581,1272.2507268894367,3.581152095245927,4.4329293619841,574,2300.041378225018,4.007040728615014
3,8,cheb_d9,cheb_d6,chebyshev,6,1.0,,,,1355.636865664164,1268.5685116905163,4.7234733995267035,4.420099343869395,574,2624.2053773546804,4.57178637169805
3,8,cheb_d9,cheb_d7,chebyshev,7,1.0,,,,1254.8716143150791,1360.0001731750124,4.37237496277031,4.738676561585409,574,2614.8717874900913,4.55552576217786
3,8,cheb_d9,cheb_d8,chebyshev,8,1.0,,,,670.7438804771937,856.946837702577,2.337086691558166,2.9858774832842405,574,1527.6907181797706,2.661482087421203
3,8,cheb_d9,cheb_d9,chebyshev,9,1.0,,,,599.6045489428034,688.2290118000749,2.089214456246702,2.398010494076916,574,1287.8335607428783,2.2436124751618087
3,8,cheb_d9,cheb_d10,chebyshev,10,1.0,,,,847.6519131124548,593.7505841672069,2.9534909864545464,2.068817366436261,574,1441.4024972796617,2.5111541764454035
3,8,cheb_d9,cheb_d11,chebyshev,11,1.0,,,,910.7949790719837,649.0991047253093,3.1735016692403613,2.2616693544435864,574,1559.894083797293,2.717585511841974
3,8,cheb_d9,cheb_d12,chebyshev,12,1.0,,,,1263.6569877431634,657.3507655053578,4.4029860200110225,2.290420785732954,574,1921.007753248521,3.346703402871988
3,8,cheb_d9,bernstein_d5,bernstein,5,1.0,,,,1027.7906513355795,1272.250726889432,3.5811520952459217,4.432929361984083,574,2300.0413782250116,4.007040728615003
3,8,cheb_d9,bernstein_d7,bernstein,7,1.0,,,,1254.8716143150737,1360.0001731750042,4.372374962770292,4.738676561585381,574,2614.8717874900776,4.555525762177836
3,8,cheb_d9,bernstein_d9,bernstein,9,1.0,,,,599.6045489428136,688.229011800076,2.0892144562467374,2.39801049407692,574,1287.8335607428896,2.2436124751618287
3,8,cheb_d9,bernstein_d12,bernstein,12,1.0,,,,1263.6569877431239,657.3507655053504,4.402986020010885,2.290420785732928,574,1921.0077532484743,3.3467034028719063
3,8,cheb_d9,spline_s0.5,spline,7,0.5,,,,9145.544002447283,25666.29526165681,31.866006977168233,89.42960021483209,574,34811.83926410409,60.64780359600016
3,8,cheb_d9,spline_s1,spline,7,1.0,,,,661.362181736278,7586433.215765766,2.3043978457710033,26433.565211727408,574,7587094.577947502,13217.93480478659
3,8,cheb_d9,spline_s2,spline,7,2.0,,,,982.4614354320895,1266.155055058964,3.4232105764184304,4.411690087313464,574,2248.616490491054,3.9174503318659473
3,16,spline_s2,cheb_d5,chebyshev,5,1.0,,,,1382.3806386693363,2214.2502163515983,4.816657277593507,7.7151575482634085,574,3596.6308550209346,6.265907412928458
3,16,spline_s2,cheb_d6,chebyshev,6,1.0,,,,1983.7209864307815,4365.2675877103775,6.911919813347671,15.209991594809678,574,6348.988574141159,11.060955704078674
3,16,spline_s2,cheb_d7,chebyshev,7,1.0,,,,2780372.6211384227,5878208.218848998,9687.709481318547,20481.56173814982,574,8658580.83998742,15084.63560973418
3,16,spline_s2,cheb_d8,chebyshev,8,1.0,,,,382344155.69493246,10923256.460502617,1332209.6017245033,38060.127040078805,574,393267412.1554351,685134.8643822911
