label,start,size,candidate,analysis_bins,background_fit_bins,residual_rms,residual_max_abs,fixed_omega_amplitude,fixed_omega_phase,fixed_omega_delta_chi2,phase_offset_from_prediction,locked_signed_amplitude,locked_delta_chi2,locked_local_p_one_sided,positive_sign
H2,10,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.821416811126115,12.468569462357214,0.9428846549467019,-0.3076320874937108,119.84597426291089,-0.07624040220049288,0.9452905610755646,119.07947030393382,5.030830253103273e-28,True
H2,11,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.816123076614038,12.447245744888559,0.9405837039765098,-0.301803691121111,119.12598599931619,-0.07041200582789309,0.9430252486905472,118.47502130582325,6.823092772551462e-28,True
H2,12,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8209747003279682,12.464827815394074,0.9426625781070394,-0.3056599603833916,119.71049965079396,-0.0742682750901737,0.9451445124344813,118.98307432801062,5.281348184957773e-28,True
H2,13,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8186929920544077,12.453087935754622,0.9408294723712168,-0.30294870008770625,119.1883119129244,-0.07155701479448834,0.9433442300629249,118.5154989444436,6.685266031791991e-28,True
H2,14,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8212894394834505,12.4672937484914,0.943169514814249,-0.30508646826550734,119.82866961020875,-0.07369478297228942,0.9457298553138992,119.111572772572,4.950067407042879e-28,True
H2,15,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8216605594032937,12.471816744414278,0.9440830592334444,-0.3051423634950555,120.07825543363367,-0.07375067820183762,0.9466839436024053,119.35874320043888,4.370145025682817e-28,True
H2,16,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8213768146648444,12.468151184958154,0.9430750960618788,-0.30414108626535913,119.8287046629033,-0.07274940097214122,0.9457083003300016,119.13017892790015,4.903853271312649e-28,True
H2,17,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8213244719451247,12.46762183915374,0.9426884483661782,-0.3036248759527838,119.75591990536316,-0.07223319065956592,0.9453525744499722,119.06799620062225,5.060015192863093e-28,True
H2,18,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8212630529234315,12.467031499363303,0.9422046177340058,-0.30319857059686656,119.66846635499905,-0.07180688530364865,0.9448954030238361,118.98954703595837,5.264142629423754e-28,True
H2,19,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8216936685115692,12.4728755849445,0.9432919183295169,-0.30290429354041976,119.98997186552685,-0.07151260824720185,0.9460095032707029,119.31530771284713,4.466892586722194e-28,True
H2,20,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.821711174632184,12.475079685045838,0.9434907237553853,-0.3023251305818605,120.08557401930989,-0.0709334452886426,0.9462257764498484,119.4217923054822,4.233427061575032e-28,True
H2,21,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8208425629402514,12.483278064623743,0.9457760913810069,-0.3006792539546393,120.69574083133966,-0.06928756866142138,0.9485217159186594,120.05959406265958,3.069425562546012e-28,True
H2,22,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.821567205816017,12.475860828475591,0.9427819011359975,-0.30118780959445773,120.00530698206751,-0.06979612430123983,0.9455297128183495,119.36421175080216,4.3581139399602795e-28,True
H2,23,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.819754707174835,12.458756657068822,0.9377628187366784,-0.3038806703280023,118.8462067268697,-0.0724889850347844,0.9405110734280498,118.16247607467756,7.9875558397731395e-28,True
H2,24,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8212293879752675,12.466781215195661,0.9391185617282536,-0.30279662752610365,119.22908263409442,-0.07140494223288574,0.9418609864026909,118.56403955851215,6.523651539302834e-28,True
H2,25,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8205579665731484,12.463052485360382,0.9377099338961231,-0.3042990963835498,118.95808081159032,-0.07290741109033187,0.9404427749294674,118.26722994988688,7.576656479074081e-28,True
H2,26,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8211479400967043,12.466311427750345,0.9380004416958097,-0.3037285995831522,119.07199257209572,-0.07233691428993427,0.9407145344075409,118.39178866907014,7.115495461063478e-28,True
H2,27,1,"{'name': 'cheb_d7', 'family': 'chebyshev', 'degree': 7, 'spline_smoothing_factor': 1.0}",286,277,1.8214234669110385,12.470280846992662,0.9385223872280217,-0.30178028213448777,119.21094076643396,-0.07038859684126986,0.9412067426454451,118.56637936798177,6.515960698080653e-28,True
