omega,delta_chi2
1.726376376376376598e+01,2.417182765235418174e+01
1.734074074074074190e+01,2.379138670899712338e+01
1.741771771771772137e+01,2.277256543307234438e+01
1.749469469469469729e+01,2.121619512093828774e+01
1.757167167167167321e+01,1.925049244380690894e+01
1.764864864864865268e+01,1.701596848716161148e+01
1.772562562562562860e+01,1.465231800918115823e+01
1.780260260260260452e+01,1.228936631980537086e+01
1.787957957957958399e+01,1.004277339038231354e+01
1.795655655655655991e+01,8.013657766521244952e+00
1.803353353353353583e+01,6.290076850190413182e+00
1.811051051051051175e+01,4.947795035177182221e+00
1.818748748748749122e+01,4.048195389866608984e+00
1.826446446446446714e+01,3.632459531557219012e+00
1.834144144144144306e+01,3.712879944261968213e+00
1.841841841841842253e+01,4.263817125087181914e+00
1.849539539539539845e+01,5.215785102557418895e+00
1.857237237237237437e+01,6.456017646888690287e+00
1.864934934934935384e+01,7.837529986113002778e+00
1.872632632632632976e+01,9.196452699325426750e+00
1.880330330330330568e+01,1.037494242905165720e+01
1.888028028028028160e+01,1.124508327452752354e+01
1.895725725725726107e+01,1.172853736380800171e+01
1.903423423423423699e+01,1.180752290967951801e+01
1.911121121121121647e+01,1.152475323637484195e+01
1.918818818818819238e+01,1.097267006929489952e+01
1.926516516516516830e+01,1.027491605576408595e+01
1.934214214214214422e+01,9.564817152379704979e+00
1.941911911911912370e+01,8.966154493301996098e+00
1.949609609609609961e+01,8.580475777291766804e+00
1.957307307307307553e+01,8.482861668751736417e+00
1.965005005005005501e+01,8.725145859943937765e+00
1.972702702702703093e+01,9.343097430120680613e+00
1.980400400400400684e+01,1.036290740937615773e+01
1.988098098098098632e+01,1.180288588718673992e+01
1.995795795795796224e+01,1.366835441740100165e+01
2.003493493493493816e+01,1.594059861053495908e+01
2.011191191191191407e+01,1.856347728537448916e+01
2.018888888888889355e+01,2.143293686985472135e+01
2.026586586586586947e+01,2.439459264276249328e+01
2.034284284284284539e+01,2.725258191092193982e+01
2.041981981981982486e+01,2.978963556760749043e+01
2.049679679679680078e+01,3.179489623910509977e+01
2.057377377377377670e+01,3.309367764623772246e+01
2.065075075075075617e+01,3.357286924054268695e+01
2.072772772772773209e+01,3.319700537408940733e+01
2.080470470470470801e+01,3.201246567308845670e+01
2.088168168168168393e+01,3.013998822733326222e+01
2.095865865865866340e+01,2.775797691734126360e+01
2.103563563563563932e+01,2.508057077909352017e+01
2.111261261261261524e+01,2.233492125192924860e+01
2.118958958958959471e+01,1.974153906073178177e+01
2.126656656656657063e+01,1.750007361394532168e+01
2.134354354354354655e+01,1.578090477909849199e+01
2.142052052052052602e+01,1.472111712626858271e+01
2.149749749749750194e+01,1.442243277261607481e+01
2.157447447447447786e+01,1.494883266864672855e+01
2.165145145145145378e+01,1.632275763418595105e+01
2.172842842842843325e+01,1.852040213322424833e+01
2.180540540540540917e+01,2.146797937140950197e+01
2.188238238238238509e+01,2.504135518431394658e+01
2.195935935935936456e+01,2.907089197935274427e+01
2.203633633633634048e+01,3.335193946915374141e+01
2.211331331331331640e+01,3.765974033720947745e+01
2.219029029029029587e+01,4.176626778886733149e+01
2.226726726726727179e+01,4.545615408100861998e+01
2.234424424424424771e+01,4.853948375134852000e+01
2.242122122122122363e+01,5.086050096695393563e+01
2.249819819819820310e+01,5.230268507814822243e+01
2.257517517517517902e+01,5.279165453214642412e+01
2.265215215215215494e+01,5.229762497402830945e+01
2.272912912912913441e+01,5.083860698355101704e+01
2.280610610610611033e+01,4.848438885666153908e+01
2.288308308308308625e+01,4.536000967213504964e+01
2.296006006006006572e+01,4.164636165483926078e+01
2.303703703703704164e+01,3.757519743537410761e+01
2.311401401401401756e+01,3.341643717321125706e+01
2.319099099099099703e+01,2.945730447248024220e+01
2.326796796796797295e+01,2.597515655966900994e+01
2.334494494494494887e+01,2.320822796193610316e+01
2.342192192192192479e+01,2.132996741893784076e+01
2.349889889889890426e+01,2.043244815045847673e+01
2.357587587587588018e+01,2.052228929667077750e+01
2.365285285285285610e+01,2.152925504563271630e+01
2.372982982982983557e+01,2.332438067275589688e+01
2.380680680680681149e+01,2.574230162043520664e+01
2.388378378378378741e+01,2.860209455634390707e+01
2.396076076076076689e+01,3.172231335524476492e+01
2.403773773773774280e+01,3.492839024662011838e+01
2.411471471471471872e+01,3.805330292973086159e+01
2.419169169169169464e+01,4.093455474175490849e+01
2.426866866866867412e+01,4.341148861184691299e+01
2.434564564564565003e+01,4.532654209593780337e+01
2.442262262262262595e+01,4.653246629391698264e+01
2.449959959959960543e+01,4.690533957238069007e+01
2.457657657657658135e+01,4.636109655510681193e+01
2.465355355355355726e+01,4.487183156414532448e+01
2.473053053053053674e+01,4.247764206532248465e+01
2.480750750750751266e+01,3.929033926349924855e+01
2.488448448448448858e+01,3.548688754741306184e+01
2.496146146146146449e+01,3.129268231705857417e+01
2.503843843843844397e+01,2.695723850058705651e+01
2.511541541541541989e+01,2.272682670761483337e+01
2.519239239239239581e+01,1.881935510184063887e+01
2.526936936936937528e+01,1.540600789323243269e+01
2.534634634634635120e+01,1.260207484748413798e+01
2.542332332332332712e+01,1.046682583002290912e+01
2.550030030030030659e+01,9.010135732127993791e+00
2.557727727727728251e+01,8.202503319250029179e+00
2.565425425425425843e+01,7.985277761661163431e+00
2.573123123123123435e+01,8.278991963820860889e+00
2.580820820820821382e+01,8.989145714323017344e+00
2.588518518518518974e+01,1.001003349806947185e+01
2.596216216216216566e+01,1.122790166807730650e+01
2.603913913913914513e+01,1.252473573269665152e+01
2.611611611611612105e+01,1.378345219005916000e+01
2.619309309309309697e+01,1.489448765922152518e+01
2.627007007007007644e+01,1.576305965770979434e+01
2.634704704704705236e+01,1.631595684065086616e+01
2.642402402402402828e+01,1.650669887922968826e+01
2.650100100100100420e+01,1.631824006831655538e+01
2.657797797797798367e+01,1.576292430271173650e+01
2.665495495495495959e+01,1.487993683738466011e+01
2.673193193193193551e+01,1.373086789420948861e+01
2.680890890890891498e+01,1.239411328698178139e+01
2.688588588588589090e+01,1.095870823621611123e+01
2.696286286286286682e+01,9.517941952802297934e+00
2.703983983983984629e+01,8.162893897530565823e+00
2.711681681681682221e+01,6.975992747018213258e+00
2.719379379379379813e+01,6.024851798255767221e+00
2.727077077077077405e+01,5.356892729380785312e+00
2.734774774774775352e+01,4.995476686311969061e+00
2.742472472472472944e+01,4.938270174215982244e+00
2.750170170170170536e+01,5.158318106616199827e+00
2.757867867867868483e+01,5.607825568585404596e+00
2.765565565565566075e+01,6.224101827442043877e+00
2.773263263263263667e+01,6.936666380762687822e+00
2.780960960960961614e+01,7.674300770143529071e+00
2.788658658658659206e+01,8.370923858997027622e+00
2.796356356356356798e+01,8.969554072279251500e+00
2.804054054054054390e+01,9.424192663381322888e+00
2.811751751751752337e+01,9.700045424406985362e+00
2.819449449449449929e+01,9.772907897626133433e+00
2.827147147147147521e+01,9.628630458050148277e+00
2.834844844844845468e+01,9.263318399158585237e+00
2.842542542542543060e+01,8.684398261840838629e+00
2.850240240240240652e+01,7.912086044652445693e+00
2.857937937937938599e+01,6.980354599941673399e+00
2.865635635635636191e+01,5.936403155724056191e+00
2.873333333333333783e+01,4.837951606362832280e+00
2.881031031031031375e+01,3.748327183173792321e+00
2.888728728728729322e+01,2.730050529796936853e+00
2.896426426426426914e+01,1.838175662128128884e+00
2.904124124124124506e+01,1.114777801201648266e+00
2.911821821821822454e+01,5.856681736616029532e-01
2.919519519519520045e+01,2.597817873820704726e-01
2.927217217217217637e+01,1.309751444796249109e-01
2.934914914914915585e+01,1.814214849349733982e-01
2.942612612612613177e+01,3.855466547582902526e-01
2.950310310310310769e+01,7.135373077379684181e-01
2.958008008008008360e+01,1.133803746720055905e+00
2.965705705705706308e+01,1.614257369307112500e+00
2.973403403403403900e+01,2.122708988938878161e+00
2.981101101101101492e+01,2.626970969690137991e+00
2.988798798798799439e+01,3.095276532420322191e+00
2.996496496496497031e+01,3.497422808130963290e+00
3.004194194194194623e+01,3.806687980996362519e+00
3.011891891891892570e+01,4.002198841711265942e+00
3.019589589589590162e+01,4.071163869738501084e+00
3.027287287287287754e+01,4.010329797378399341e+00
3.034984984984985346e+01,3.826192681488640890e+00
3.042682682682683293e+01,3.533847102899685844e+00
3.050380380380380885e+01,3.154769432915753402e+00
3.058078078078078477e+01,2.714150377427151817e+00
3.065775775775776424e+01,2.238492451219656676e+00
3.073473473473474016e+01,1.754028555271909706e+00
3.081171171171171608e+01,1.286163513541060954e+00
3.088868868868869555e+01,8.597331724567000011e-01
3.096566566566567147e+01,4.995712243674299002e-01
3.104264264264264739e+01,2.307796807636245950e-01
3.111961961961962331e+01,7.823863994650934184e-02
3.119659659659660278e+01,6.520306556650795615e-02
3.127357357357357870e+01,2.111977226454452572e-01
3.135055055055055462e+01,5.297002118502289747e-01
3.142752752752753409e+01,1.026195863133153807e+00
3.150450450450451001e+01,1.697071254653711447e+00
3.158148148148148593e+01,2.529542415817595202e+00
3.165845845845846540e+01,3.502501631470646970e+00
3.173543543543544132e+01,4.587930807208801198e+00
3.181241241241241724e+01,5.752446291161322556e+00
3.188938938938939316e+01,6.958622875808273989e+00
3.196636636636637263e+01,8.165947273277481600e+00
3.204334334334334500e+01,9.331491559307151462e+00
3.212032032032032447e+01,1.041058696793328586e+01
3.219729729729730394e+01,1.135785223665066113e+01
3.227427427427427631e+01,1.212886425689529446e+01
3.235125125125125578e+01,1.268257501448098523e+01
3.242822822822823525e+01,1.298433769771652813e+01
3.250520520520520762e+01,1.300918168018846011e+01
3.258218218218218709e+01,1.274483671420461661e+01
3.265915915915916656e+01,1.219398876985724733e+01
3.273613613613613893e+01,1.137535479090006163e+01
3.281311311311311840e+01,1.032335856738774993e+01
3.289009009009009077e+01,9.086419542505288049e+00
3.296706706706707024e+01,7.724069676387069094e+00
3.304404404404404971e+01,6.303243087003007616e+00
3.312102102102102208e+01,4.894120432210875116e+00
3.319799799799800155e+01,3.565869588122864364e+00
3.327497497497498102e+01,2.382545252472465513e+00
3.335195195195195339e+01,1.399337278215594838e+00
3.342892892892893286e+01,6.593207492474997267e-01
3.350590590590591233e+01,1.908633658584960591e-01
3.358288288288288470e+01,5.865758045975487736e-03
3.365985985985986417e+01,9.901398845444994712e-02
3.373683683683684364e+01,4.481826036506784128e-01
3.381381381381381601e+01,1.016032745827136985e+00
3.389079079079079548e+01,1.752718597904237008e+00
3.396776776776777496e+01,2.599479706480761987e+00
3.404474474474474732e+01,3.492793105071732906e+00
3.412172172172172679e+01,4.368713492452287461e+00
3.419869869869870627e+01,5.167047801189891487e+00
3.427567567567567863e+01,5.835077203166525450e+00
3.435265265265265811e+01,6.330626337635749223e+00
3.442962962962963047e+01,6.624356633667935590e+00
3.450660660660660994e+01,6.701209562020351562e+00
3.458358358358358942e+01,6.560946279253975000e+00
3.466056056056056178e+01,6.217739198670805933e+00
3.473753753753754125e+01,5.698793144178627479e+00
3.481451451451452073e+01,5.042028328319172914e+00
3.489149149149149309e+01,4.292947834492812476e+00
3.496846846846847257e+01,3.500922465464428424e+00
3.504544544544545204e+01,2.715225658225631111e+00
3.512242242242243151e+01,1.981208408692682665e+00
3.519939939939940388e+01,1.336997008634926987e+00
3.527637637637638335e+01,8.110217185327187606e-01
3.535335335335336282e+01,4.205588773057765684e-01
3.543033033033033519e+01,1.713232548558932811e-01
3.550730730730731466e+01,5.801718652619324706e-02
3.558428428428428703e+01,6.565738525492650912e-02
3.566126126126126650e+01,1.714728366392462844e-01
3.573823823823824597e+01,3.471907651280933260e-01
3.581521521521521834e+01,5.615765036203710370e-01
3.589219219219219781e+01,7.831320246328674628e-01
3.596916916916917728e+01,9.828569369734554417e-01
3.604614614614614965e+01,1.136924790816875364e+00
3.612312312312312912e+01,1.229044455181731443e+00
3.620010010010010859e+01,1.252203602788966474e+00
3.627707707707708096e+01,1.209479816083258497e+00
3.635405405405406043e+01,1.113689774821315925e+00
3.643103103103103990e+01,9.858269972580617768e-01
3.650800800800801227e+01,8.524695554061966218e-01
3.658498498498499174e+01,7.425490315288065801e-01
3.666196196196197121e+01,6.839906314629423667e-01
3.673893893893894358e+01,7.007232887716237091e-01
3.681591591591592305e+01,8.104252880338533860e-01
3.689289289289290252e+01,1.023163216526036701e+00
3.696986986986987489e+01,1.340868244895691674e+00
3.704684684684685436e+01,1.757439427478665106e+00
3.712382382382382673e+01,2.259212688643080558e+00
3.720080080080080620e+01,2.825596439864757503e+00
3.727777777777778567e+01,3.429822915053760912e+00
3.735475475475475804e+01,4.039939659134190286e+00
3.743173173173173751e+01,4.620294810930188234e+00
3.750870870870871698e+01,5.133788036210223282e+00
3.758568568568568935e+01,5.545032527878703377e+00
3.766266266266266882e+01,5.824315298631196569e+00
3.773963963963964829e+01,5.951916490528848414e+00
3.781661661661662066e+01,5.922057421630943175e+00
3.789359359359360013e+01,5.745608603759501776e+00
3.797057057057057960e+01,5.450790447380932768e+00
3.804754754754755197e+01,5.081453340815937914e+00
3.812452452452453144e+01,4.693044991739000693e+00
3.820150150150151092e+01,4.346900075895734794e+00
3.827847847847848328e+01,4.103847258942760590e+00
3.835545545545546275e+01,4.018210803732458203e+00
3.843243243243244223e+01,4.133082124479078523e+00
3.850940940940941459e+01,4.477339627733300631e+00
3.858638638638639407e+01,5.064439532700221847e+00
3.866336336336336643e+01,5.892617794112071650e+00
3.874034034034034590e+01,6.945926186034364846e+00
3.881731731731732538e+01,8.195513776442739484e+00
3.889429429429429774e+01,9.600744159276223044e+00
3.897127127127127721e+01,1.111004548471414921e+01
3.904824824824825669e+01,1.266172492241325997e+01
3.912522522522522905e+01,1.418523013266648825e+01
3.920220220220220853e+01,1.560341587392492002e+01
3.927917917917918800e+01,1.683623121206108664e+01
3.935615615615616036e+01,1.780590437843604690e+01
3.943313313313313984e+01,1.844325491545784246e+01
3.951011011011011931e+01,1.869433829451852347e+01
3.958708708708709167e+01,1.852636750688168021e+01
3.966406406406407115e+01,1.793186107475860069e+01
3.974104104104105062e+01,1.693025667150269342e+01
3.981801801801802299e+01,1.556672373740415338e+01
3.989499499499500246e+01,1.390845308178981199e+01
3.997197197197198193e+01,1.203913000000741995e+01
4.004894894894895430e+01,1.005249769527438986e+01
4.012592592592593377e+01,8.045869714040822629e+00
4.020290290290290613e+01,6.114219261388878834e+00
4.027987987987988561e+01,4.345170653686597717e+00
4.035685685685686508e+01,2.814951564044314569e+00
4.043383383383383745e+01,1.585203787104048079e+00
4.051081081081081692e+01,7.005141822121802031e-01
4.058778778778779639e+01,1.865917543606143147e-01
4.066476476476476876e+01,4.913057488305197507e-02
4.074174174174174823e+01,2.735036060352196152e-01
4.081871871871872770e+01,8.254814554376576075e-01
4.089569569569570007e+01,1.653136127525565824e+00
4.097267267267267954e+01,2.689973991806379416e+00
4.104964964964965901e+01,3.859172770662046226e+00
4.112662662662663138e+01,5.078622277521999351e+00
4.120360360360361085e+01,6.266340313445884824e+00
4.128058058058059032e+01,7.345791424683119075e+00
4.135755755755756269e+01,8.250684993713150561e+00
4.143453453453454216e+01,8.928944495782610957e+00
4.151151151151152163e+01,9.345673566749107763e+00
4.158848848848849400e+01,9.485048538728278800e+00
4.166546546546547347e+01,9.351114842915702496e+00
4.174244244244244584e+01,8.967462196929506746e+00
4.181941941941942531e+01,8.375733927988999739e+00
4.189639639639640478e+01,7.632931375914248306e+00
4.197337337337337715e+01,6.807535403886721959e+00
4.205035035035035662e+01,5.974588156563856778e+00
4.212732732732733609e+01,5.210036693912981853e+00
4.220430430430430846e+01,4.584795648925320322e+00
4.228128128128128793e+01,4.159094546752028165e+00
4.235825825825826740e+01,3.977701336295742074e+00
4.243523523523523977e+01,4.066538148805910247e+00
4.251221221221221924e+01,4.431031315700880491e+00
4.258918918918919871e+01,5.056293158908155227e+00
4.266616616616617108e+01,5.908969172620747834e+00
4.274314314314315055e+01,6.940364877757312811e+00
4.282012012012013003e+01,8.090348681416774212e+00
4.289709709709710239e+01,9.291537683644794043e+00
4.297407407407408186e+01,1.047339637293890924e+01
4.305105105105106134e+01,1.156605817657289670e+01
4.312802802802803370e+01,1.250384403591733573e+01
4.320500500500501317e+01,1.322853971654410898e+01
4.328198198198199265e+01,1.369247928381220802e+01
4.335895895895896501e+01,1.386138433396138581e+01
4.343593593593594449e+01,1.371677820303275830e+01
4.351291291291291685e+01,1.325769209194848663e+01
4.358988988988989632e+01,1.250135133914979058e+01
4.366686686686687580e+01,1.148259026274908834e+01
4.374384384384384816e+01,1.025187825122055330e+01
4.382082082082082763e+01,8.872015050313585505e+00
4.389779779779780711e+01,7.413732842052274563e+00
4.397477477477477947e+01,5.950595504613585440e+00
4.405175175175175895e+01,4.553687070285891814e+00
4.412872872872873842e+01,3.286613480413429489e+00
4.420570570570571078e+01,2.201294305760520320e+00
4.428268268268269026e+01,1.334899380341945774e+00
4.435965965965966973e+01,7.081149175425600628e-01
4.443663663663664209e+01,3.247468925536297624e-01
4.451361361361362157e+01,1.725304913790397521e-01
4.459059059059060104e+01,2.249405450019992259e-01
4.466756756756757341e+01,4.437875526785101665e-01
4.474454454454455288e+01,7.824094281537641304e-01
4.482152152152153235e+01,1.189292671748098051e+00
4.489849849849850472e+01,1.611950920908698404e+00
4.497547547547548419e+01,2.000850521860221942e+00
4.505245245245245655e+01,2.313122543046643109e+00
4.512942942942943603e+01,2.515769903898242621e+00
4.520640640640641550e+01,2.588091354561061319e+00
4.528338338338338787e+01,2.523106228201459356e+00
4.536036036036036734e+01,2.327861387100612856e+00
4.543733733733734681e+01,2.022611424125388524e+00
4.551431431431431918e+01,1.638964232871812809e+00
4.559129129129129865e+01,1.217164646327098865e+00
4.566826826826827812e+01,8.027450291923022840e-01
4.574524524524525049e+01,4.428030805152921578e-01
4.582222222222222996e+01,1.821742208804832397e-01
4.589919919919920943e+01,5.975179418140798976e-02
4.597617617617618180e+01,1.051811717688078268e-01
4.605315315315316127e+01,3.361267164038835853e-01
4.613013013013014074e+01,7.562950005192037306e-01
4.620710710710711311e+01,1.354394709268812669e+00
4.628408408408409258e+01,2.104208388162732923e+00
4.636106106106107205e+01,2.965916755883781342e+00
4.643803803803804442e+01,3.888727695112120575e+00
4.651501501501502389e+01,4.814713416632478094e+00
4.659199199199199626e+01,5.683574394953682329e+00
4.666896896896897573e+01,6.437876141778438921e+00
4.674594594594595520e+01,7.028198736965776128e+00
4.682292292292292757e+01,7.417634269495332333e+00
4.689989989989990704e+01,7.585164726343023744e+00
4.697687687687688651e+01,7.527621386122542724e+00
4.705385385385385888e+01,7.260120510699684893e+00
4.713083083083083835e+01,6.815047855136335819e+00
4.720780780780781782e+01,6.239800791913320488e+00
4.728478478478479019e+01,5.593581592091135590e+00
4.736176176176176966e+01,4.943567425367317192e+00
4.743873873873874913e+01,4.360765017203092953e+00
4.751571571571572150e+01,3.915799081171234874e+00
4.759269269269270097e+01,3.674801448756461308e+00
4.766966966966968045e+01,3.695490156711274121e+00
4.774664664664665281e+01,4.023485848719952074e+00
4.782362362362363228e+01,4.688928430783946943e+00
