max_delta_chi2
8.674868516895962500e+00
1.120965372466951315e+01
8.932998354967695676e+00
1.322987116392302553e+01
1.317423567854610411e+01
7.312308082070301474e+00
8.284199871101595392e+00
6.870006230632461630e+00
1.466723439783561034e+01
1.160483098473650720e+01
1.584195564413149349e+01
7.712234857542729749e+00
1.084247492205656727e+01
6.491903323191513309e+00
1.410577591159338695e+01
1.261062345286433839e+01
7.403003938373998949e+00
1.365571352826051488e+01
7.310757248476047465e+00
9.355467337926928195e+00
1.218467680355621496e+01
1.245001259146673078e+01
8.432685945351261481e+00
6.968957045017166507e+00
6.919863399339328147e+00
8.335773800261387478e+00
9.508268276266536034e+00
8.840605081596793369e+00
1.035134322220153358e+01
8.358161390589870621e+00
9.244902882598427851e+00
1.002422394974072972e+01
1.124065094523360742e+01
5.501502033114451073e+00
8.408716494988960122e+00
9.735080583229434481e+00
7.454671056211024549e+00
8.499354561564642196e+00
1.140334883319791714e+01
1.140410419590241276e+01
1.142901006570032507e+01
1.020753343552485859e+01
1.319449096143443612e+01
6.760858915442947037e+00
1.082643980527153538e+01
1.240027243521738498e+01
1.064966123572258105e+01
1.162626247073124652e+01
9.227389916579465279e+00
7.406947375519632892e+00
9.608885550587961788e+00
7.235082191559251363e+00
1.053477819164981888e+01
8.196696603547279025e+00
9.911278055207166204e+00
1.021817476415836623e+01
8.407925682503014642e+00
1.554577623941853481e+01
6.922981484939133345e+00
1.349857415416684958e+01
6.425234467141730299e+00
8.477870757134072122e+00
7.506386862401077664e+00
1.303080649442006589e+01
7.347603343361273076e+00
8.312875524322466347e+00
8.920364307896228695e+00
8.798547743429169898e+00
1.105313879170383728e+01
9.700022992761583751e+00
1.184105053587660628e+01
1.068051124381074857e+01
1.361714422887570386e+01
1.125050801961570990e+01
6.485072297449170797e+00
1.058266253466448248e+01
8.745739364364252921e+00
9.981945735825155097e+00
1.474079625441628849e+01
1.087292557449024599e+01
1.079118181247148911e+01
1.439949444572221005e+01
1.228817606997271916e+01
7.685376716048114787e+00
9.474843753848364969e+00
1.465250670687330903e+01
1.237018725163090593e+01
6.565053829686135600e+00
9.070813371948494463e+00
9.797882227250756415e+00
7.029240713373720695e+00
1.191150148755401261e+01
9.940635057220672977e+00
7.852479459096750602e+00
8.987960479966854876e+00
8.097689748256168940e+00
8.019092515690168455e+00
1.044875268807645696e+01
5.342108503302560152e+00
1.181621842309921355e+01
9.568175353911637870e+00
6.187523391401814621e+00
1.369716594350535743e+01
5.679709830167693596e+00
9.339350506300437615e+00
9.566645715784510173e+00
1.293305078943025777e+01
1.033362334723261355e+01
6.154069892050806345e+00
8.680390906855956601e+00
9.398335342668891812e+00
1.783865780122296130e+01
8.785987349430902427e+00
8.706367585428806066e+00
8.231604598877490631e+00
1.625772514809433034e+01
7.999025781375768140e+00
8.413502958220503203e+00
9.447146275411000715e+00
9.119865702413488151e+00
9.110786063175346783e+00
1.311172783267856801e+01
7.947145647418223824e+00
1.703962631524136384e+01
5.059806948908590840e+00
6.808183826868613231e+00
6.317197717990362449e+00
1.122428505097796858e+01
1.617980947410099546e+01
1.133713609963735891e+01
1.484586844852641718e+01
8.024634825906424851e+00
1.121466829929690867e+01
8.709832542728841887e+00
1.631064516260443753e+01
8.792256402426023243e+00
7.760572385306769405e+00
1.137574141654264892e+01
8.521399750075278945e+00
8.023571255546395165e+00
8.342025900351137224e+00
9.493129444398459071e+00
9.095051533055748649e+00
5.736529887805424721e+00
1.002497643089474799e+01
9.035263263550671553e+00
1.064911052418612947e+01
1.251378437759040629e+01
7.509830626699722345e+00
7.437576949052752795e+00
8.052668040783512282e+00
9.404638225697059539e+00
1.105349889711809475e+01
1.120706884200272491e+01
9.892505337682306887e+00
8.529196317570221453e+00
1.092115076390215833e+01
9.103355211516612755e+00
8.506796892280092948e+00
6.378735477387465380e+00
9.932596905208029625e+00
1.052400591407202413e+01
1.038370081538916700e+01
1.039358048280948310e+01
9.401334425528700578e+00
9.946777582802079465e+00
1.098959881916724513e+01
1.073147814173386472e+01
1.127067776499725227e+01
1.192355218026159847e+01
8.133452783067628644e+00
1.043186004692011082e+01
1.132947439729973382e+01
6.458454533025837385e+00
1.353682509078287843e+01
1.156018108564586022e+01
6.476870152452276486e+00
9.941327749222759635e+00
1.723186256123599591e+01
8.167650496305576269e+00
7.690720056190619047e+00
1.149299968411773420e+01
1.516678195351941305e+01
8.413061504118850564e+00
1.975886106745052828e+01
7.883040949774033024e+00
8.361745222714095149e+00
1.492761835779284851e+01
6.886396074860330785e+00
1.043498184886990643e+01
1.019685347706884748e+01
6.324288756574707904e+00
7.123326217494520662e+00
7.214772634138087781e+00
1.042010688025997567e+01
7.047822382195435331e+00
1.037831095860210695e+01
7.557639267509326686e+00
1.022260969897342697e+01
7.522145107506552186e+00
7.980211301544615665e+00
1.036178905089271574e+01
1.202987844544602858e+01
8.781710953531856489e+00
8.172214241727758122e+00
1.635899106988138385e+01
9.663881532631217297e+00
9.505460135446547554e+00
1.158665071689721771e+01
8.236404496711259071e+00
1.040664648114626445e+01
8.158405699809943457e+00
1.030883472478289242e+01
1.176652181301262345e+01
9.906613748660319629e+00
1.146593695316547112e+01
2.054179213931080739e+01
1.665105226090242496e+01
1.534792663067919882e+01
7.102444180443393762e+00
1.117650295253720927e+01
1.284188111689272382e+01
9.824265088154072956e+00
1.142868487697689872e+01
8.608633675705132049e+00
1.367641332731857418e+01
8.200375307268943814e+00
1.208219192245486440e+01
1.317057340271513688e+01
5.089071562898198842e+00
1.150347061425561890e+01
1.305866471812300844e+01
1.033493079804820525e+01
9.081009033167305233e+00
1.711129849670209424e+01
1.268308032458611301e+01
1.006125608310550135e+01
9.353791281317601403e+00
7.888212037198638171e+00
8.913081540183526386e+00
1.537679053586503031e+01
7.911966685256330400e+00
1.743561337645172671e+01
8.277702975311839850e+00
1.500732856513948299e+01
7.632690209081494537e+00
8.147087055166602809e+00
8.346810225302604636e+00
9.648494060900528524e+00
1.281902607844591380e+01
1.040440434155546079e+01
8.614363163501725040e+00
6.843202664588097228e+00
1.122323041317881653e+01
5.488628779440245076e+00
9.181232202035106482e+00
6.592712469581282875e+00
1.744546244325929152e+01
1.018404561544907416e+01
7.999301671243030931e+00
1.029602454189133987e+01
7.098308450615459009e+00
1.096562200377438856e+01
1.099310930813458498e+01
7.301548720292840855e+00
1.230683154932291323e+01
6.552890244184231605e+00
1.087846190027469540e+01
8.915114008584664518e+00
1.235667706399352461e+01
8.082547343179637522e+00
9.807963536654957792e+00
8.042743635131250457e+00
7.782056196684294491e+00
9.648201447278722753e+00
4.587140807345435611e+00
6.895011639801992942e+00
1.075028953090842698e+01
1.077362520239075749e+01
7.086093862347535577e+00
5.914315375565233346e+00
7.420933823145325903e+00
7.810025913353200622e+00
6.793461689387420677e+00
6.882432742734923892e+00
1.160158091438009365e+01
1.523910708955467541e+01
1.325259565511958115e+01
1.071372380172677019e+01
1.339610963279779199e+01
7.734751832776105118e+00
1.538704882635943072e+01
1.076171373620891814e+01
8.894630083045154123e+00
1.091521896407534697e+01
8.989666427252808845e+00
8.751696985567031462e+00
1.063151075131175105e+01
1.184275928350263385e+01
7.431552524338268739e+00
6.598869109903788832e+00
9.324393676100516615e+00
1.023396984240382501e+01
6.827951294594151399e+00
9.093882553504096578e+00
9.917184192397026976e+00
1.127834745698656072e+01
1.002782854841425220e+01
1.091760006070349576e+01
8.718463170254809214e+00
1.179907311451799323e+01
8.851711459475456678e+00
1.144421504175079818e+01
5.179909427300141367e+00
7.717443922772921461e+00
1.356843478605183151e+01
8.871477769927055945e+00
1.282142949726599745e+01
1.071544100525931142e+01
1.320865115097540077e+01
1.015622624257193252e+01
9.646021994027462299e+00
7.213044923750191018e+00
8.589942038399888347e+00
7.122922641243899733e+00
9.434479237392372042e+00
1.176539413675204671e+01
8.538033950158773422e+00
1.354901832619647628e+01
6.277895371933646551e+00
1.336524571330062550e+01
6.328606393341431158e+00
1.270406947130942932e+01
1.185838302310737546e+01
7.974677135208423806e+00
9.467344188775122404e+00
8.259995725699990743e+00
1.184648021899853987e+01
6.726041805053596612e+00
1.227864099599037573e+01
9.334686387250492601e+00
8.701199034389629716e+00
9.679679676412327183e+00
8.441911018715462234e+00
1.399938028917360455e+01
1.057253795629098292e+01
7.547478747064378268e+00
7.636593332795300171e+00
1.086470237178771647e+01
7.735594401772538653e+00
6.281555468443076329e+00
8.360485885169916642e+00
7.036457854436799941e+00
1.189070370812436117e+01
1.713435731449979116e+01
1.822509518013987773e+01
1.201595332103496538e+01
7.854150952724098467e+00
6.662705590117879773e+00
7.908921395645092112e+00
9.883242279978228240e+00
7.974305169035410756e+00
1.256611437793573671e+01
6.351561919023342995e+00
1.691237927727537382e+01
1.021621332194115084e+01
9.113844163540838039e+00
1.213785310854459354e+01
1.465811641961537859e+01
8.703544311901891817e+00
8.535174870170571637e+00
9.683182872665197394e+00
9.846611917797742919e+00
1.221222004167692532e+01
8.682319461810003247e+00
8.987309720736114116e+00
9.558326289136353182e+00
8.935635987389474622e+00
7.658223332924491089e+00
6.724907260414290988e+00
9.062583516054120381e+00
1.034720934726193597e+01
8.759707206280767267e+00
1.427126752347553484e+01
1.465995865598744530e+01
1.087224249890417127e+01
6.961181029219912553e+00
1.047969440948992670e+01
1.068520342495203401e+01
1.121753902999683916e+01
7.832052595734384504e+00
6.806843453209284078e+00
9.325251739420185260e+00
1.294641063790437130e+01
6.543953388668781734e+00
1.050205963177143431e+01
9.464183592226996566e+00
6.871388683094068028e+00
1.247663338855852899e+01
1.094216505092501990e+01
1.088102916423189725e+01
1.156683051724538558e+01
1.193297505085669563e+01
1.025263231855662127e+01
1.220453103068369671e+01
9.594905827238852325e+00
6.804585052465149886e+00
1.053729452199750938e+01
9.407544203666253324e+00
7.009274323204081725e+00
8.967788783326906099e+00
1.112998595565105120e+01
1.165452191256556347e+01
1.242494143871958023e+01
8.434081245729466048e+00
7.957860802656655963e+00
8.376086135759296170e+00
8.705743254484179516e+00
1.223146744743690029e+01
1.130292465616724940e+01
1.290996765136758029e+01
6.302331341001321086e+00
6.207899253274991480e+00
1.096550549554254594e+01
8.694363120418458379e+00
1.022936163741118420e+01
1.392559711086191143e+01
7.772258995786405222e+00
1.204184223533648534e+01
7.756000027598647151e+00
5.299970868926196843e+00
7.720216493458458729e+00
1.056550753237993057e+01
6.239253201871909127e+00
8.327594100220618856e+00
7.110007290443881800e+00
6.522414272925559864e+00
1.274703817729756317e+01
8.061511362650460200e+00
6.686326547420952338e+00
6.186370773005852364e+00
1.126738884260838169e+01
5.344186187856923453e+00
8.664325375604228441e+00
1.134661412755117027e+01
1.017516575460589756e+01
1.263113881504041380e+01
1.033202129856898921e+01
6.412260874821900103e+00
8.341073958651316289e+00
6.417379175618134646e+00
8.734160795266378230e+00
7.875539856564973462e+00
1.042612509767895190e+01
9.097853979359419085e+00
9.655617891502167538e+00
1.076043699462924685e+01
7.787115146386566877e+00
8.597633606470868273e+00
1.131597649807689265e+01
9.514623003696261350e+00
8.422481833442537535e+00
1.395930477577384465e+01
9.511788900027863036e+00
1.304579485760209856e+01
1.568693180614370597e+01
1.454195900006784115e+01
7.789723477860817091e+00
9.978575170870428224e+00
1.029152488207513194e+01
8.620854194369723444e+00
8.855281904256276704e+00
1.118271789710816222e+01
1.024918526082088555e+01
1.057721854166021558e+01
1.098737090070679301e+01
8.261177655936306152e+00
1.037720882160773250e+01
7.080689872378430394e+00
8.223741142175530427e+00
6.382364312391159977e+00
6.544756182473545181e+00
1.515379899019159993e+01
6.418896538460225898e+00
7.865806057301166554e+00
6.269500835665382077e+00
1.080830922900704749e+01
1.124253122493531443e+01
6.323179819699975113e+00
9.568793720771218148e+00
7.322673658862081325e+00
9.524846025785411285e+00
1.435350239458806776e+01
1.032977103474451042e+01
1.801003712131083034e+01
1.019092558192606468e+01
1.013889982422724145e+01
6.473271253855051199e+00
7.488507502208424427e+00
1.017359627723792670e+01
